Artikel	Beskrivning	"Vikt netto"	Plockplats	Plocksaldo	Kundorder	Diff	Buffertsaldo	"Saldo automation"	"Automation diff"	"Saldo kran"	"Kran diff"	"Saldo autoplock"	"Autoplock diff"	Utbeställt	Inlagring	Ankommande	"Pågående plock"	"För och under plock"	Saldo	Diff2	Externt	Lager	Bolag	Batchartikel	Klassificering	Robot
1268169	"FRÖPÅSE B GRÖN KÅL BLOM ERFURT"	"0,02"		0	5	-5	0	9	4	0	-5	9	4	0	0	15	0	0	9	4	0	404	GG	N	F	Y
1268170	"FRÖPÅSE E BLÅ MANGOLD FIREWORKS ORG"	"0,02"		0	25	-25	0	26	1	0	-25	26	1	0	0	0	0	0	26	1	0	404	GG	N	F	Y
1268171	"FRÖPÅSE D RÖD MOROT HÖSTVINTER FLAKKEE"	"0,02"		0	0	0	0	1	1	0	0	1	1	0	0	50	0	0	1	1	0	404	GG	N	F	Y
1268172	"FRÖPÅSE E BLÅ SQUASH EMPEROL F1"	"0,02"		0	0	0	0	23	23	0	0	23	23	0	0	0	0	0	23	23	0	404	GG	N	F	Y
1268173	"FRÖPÅSE E BLÅ FLOX SOMMAR CHERRY CARAMEL"	"0,02"		0	5	-5	0	27	22	0	-5	27	22	0	0	0	0	0	27	22	0	404	GG	N	F	Y
1268174	"FRÖPÅSE E BLÅ FÄRGSPORRE LICILIA PEACH"	"0,02"		0	0	0	0	18	18	0	0	18	18	0	0	5	0	0	18	18	0	404	GG	N	F	Y
1268175	"FRÖPÅSE E BLÅ PALETTBLAD WIZARD CORAL S"	"0,02"		0	5	-5	0	34	29	0	-5	34	29	0	0	0	0	0	34	29	0	404	GG	N	F	Y
1268176	"FRÖPÅSE E BLÅ ROSENSKÄRA APRICOTTA"	"0,02"		0	5	-5	0	8	3	0	-5	8	3	0	0	20	0	0	8	3	0	404	GG	N	F	Y
1268178	"FRÖPÅSE D RÖD TAGETES LINNE BURNINGEMBER"	"0,02"		0	0	0	0	3	3	0	0	3	3	0	0	20	0	0	3	3	0	404	GG	N	F	Y
1268179	"FRÖPÅSE D RÖD TIGERÖGA INCREDIBLE SWIRL"	"0,02"		0	0	0	0	32	32	0	0	32	32	0	0	0	0	0	32	32	0	404	GG	N	F	Y
1268180	"FRÖPÅSE D RÖD VALLMO KORN MOTHER OF P"	"0,02"		0	20	-20	0	20	0	0	-20	20	0	0	0	20	0	0	20	0	0	404	GG	N	F	Y
1268183	"FRÖPÅSE PG 4 MOROT HÖST VINTER FLAKEE"	"0,02"		0	0	0	0	3	3	0	0	3	3	0	0	20	0	0	3	3	0	404	GG	N	F	Y
1268208	"GRÄSFRÖ GÅRDSIDYLL 10KG"	"10,25"		0	0	0	0	0	0	0	0	0	0	0	0	1410	0	0	0	0	0	404	GG	N	F	N
1268220	"GRÄSKLIPPARE MULTTICLIP 750S"	"37,5"		0	4	-4	113	112	108	112	108	0	-4	0	0	0	0	0	113	109	0	404	GG	N	F	N
1268224	"GRÄSKLIPPARE 48V MULTICLIP 547E"	"26,4"		0	0	0	13	13	13	13	13	0	0	0	0	0	0	0	13	13	0	404	GG	N	F	N
1268225	"GRÄSKLIPPARE 48V  MULTICLIP 547e S KIT"	"26,9"		0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	404	GG	N	F	N
1268229	"HÄCKSAX 48V STIGA HT 500 E"	"5,9"		0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	404	GG	N	F	N
1268230	"LÖVBLÅS 48V STIGA BL 500 E UN3481"	"5,7"		0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	404	GG	N	F	N
1268237	"TAK STIG/STIG A"	"2,11"		0	0	0	115	115	115	115	115	0	0	0	0	0	0	0	115	115	0	404	GG	N	F	N
1268238	"KNIVAR STIGA ROBOT 12st"	"0,85"		0	9	-9	0	116	107	0	-9	116	107	0	0	0	0	0	116	107	0	404	GG	N	F	Y
1268285	"TRAPS FLOWERPOT 10-PACK STROLLER"	"0,04"		0	260	-260	0	265	5	0	-260	265	5	0	0	0	0	0	265	5	0	404	GG	N	F	Y
1268286	"TRAPS FLOWERHOUSE 7-PACK STROLLER"	"0,07"		0	40	-40	0	40	0	0	-40	40	0	0	0	0	0	0	40	0	0	404	GG	N	F	Y
1268297	"KRUKA FIBERCLAY LÅG KIT*"	348		0	132	-132	1068	0	-132	0	-132	0	-132	0	0	0	0	0	1068	936	0	404	GG	N	E	N
1268298	"KRUKA FIBERCLAY HÖG KIT*"	26		0	120	-120	900	0	-120	0	-120	0	-120	0	0	0	0	0	900	780	0	404	GG	N	E	N
1268348	"SET 2 X SNABBKONTAKT & SKARV 1/2"""	"0,08"		0	20	-20	850	999	979	850	830	149	129	0	0	0	0	0	999	979	0	404	GG	N	F	Y
1268366	"ELDKORG INK GALLER MARKPLÅT 850"	7		0	0	0	0	0	0	0	0	0	0	0	0	1008	0	0	0	0	0	404	GG	N	F	N
1268384	"INSEKTSEFFEKT 500ML PUMPSPRAY"	"1,16"		0	46	-46	0	336	290	0	-46	336	290	0	0	0	0	0	336	290	0	404	GG	N	F	Y
1268385	"BLADLÖSSEFFEKT 500ML PUMPSPRAY"	"1,16"		0	17	-17	0	23	6	0	-17	23	6	0	0	360	0	0	23	6	0	404	GG	N	F	Y
1268492	"NYLIUM STARLINE 2 0MM X 15M"	"0,12"		0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	404	GG	N	F	Y
1268493	"NYLIUM STARLINE 2 7MMX70M"	"0,63"		0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	404	GG	N	F	Y
1268494	"TRIMMERTRÅD NYLIUM SILENCIO 1,6MMX15M"	"0,1"		0	0	0	0	43	43	0	0	43	43	0	0	0	0	0	43	43	0	404	GG	N	F	Y
1268495	"TRIMMERTRÅD NYLIUM SILENCIO 2,0MMX15M"	"0,12"		0	0	0	0	56	56	0	0	56	56	0	0	0	0	0	56	56	0	404	GG	N	F	Y
1268496	"TRIMMERTRÅD NYLIUM SILENCIO 2,4MMX15M"	"0,14"		0	2	-2	0	58	56	0	-2	58	56	0	0	0	0	0	58	56	0	404	GG	N	F	Y
1268497	"TRIMMERTRÅD NYLIUM SILENCIO 2,7MMX15M"	"0,17"		0	2	-2	0	252	250	0	-2	252	250	0	0	0	0	0	252	250	0	404	GG	N	F	Y
1268498	"TRIMMERTRÅD NYLIUM SILENCIO 3,0MMX15M"	"0,19"		0	0	0	0	45	45	0	0	45	45	0	0	0	0	0	45	45	0	404	GG	N	F	Y
1268503	"TRIMMERTRÅD DUOLINE  2,0MM X 15M"	"0,12"		0	0	0	0	664	664	0	0	664	664	0	0	0	0	0	664	664	0	404	GG	N	F	Y
1268504	"TRIMMERTRÅD DUOLINE 2,4MM X 15M"	"0,14"		0	0	0	0	13	13	0	0	13	13	0	0	0	0	0	13	13	0	404	GG	N	F	Y
1268505	"TRIMMERTRÅD DUOLINE 3,0MM X 15M"	"0,19"		0	0	0	0	1	1	0	0	1	1	0	0	30	0	0	1	1	0	404	GG	N	F	Y
1268507	"TRIMMERTRÅD DUOLINE 2,4MM X 90M"	"0,69"		0	2	-2	0	6	4	0	-2	6	4	0	0	0	0	0	6	4	0	404	GG	N	F	Y
1268508	"TRIMMERTRÅD DUOLINE 2,7MM X 70M"	"0,68"		0	0	0	0	12	12	0	0	12	12	0	0	40	0	0	12	12	0	404	GG	N	F	Y
1268509	"TRIMMERTRÅD DUOLINE 3,0MM X 60M"	"0,52"		0	2	-2	0	14	12	0	-2	14	12	0	0	0	0	0	14	12	0	404	GG	N	F	Y
1268510	"TRIMMERTRÅD NYLIUM SQUARE 2,4MM X 60M"	"0,54"		0	0	0	0	11	11	0	0	11	11	0	0	48	0	0	11	11	0	404	GG	N	F	Y
1268511	"TRIMMERTRÅD NYLIUM SQUARE 3,0MM X 40M"	"0,56"		0	0	0	0	20	20	0	0	20	20	0	0	48	0	0	20	20	0	404	GG	N	F	Y
1268523	"POP-UP TURBOSPRINKLER T 200"	"0,59"		0	0	0	0	4	4	0	0	4	4	0	0	0	0	0	4	4	0	404	GG	N	F	Y
1268524	"POP-UP TURBOSPRINKLER T 380"	"0,57"		0	0	0	0	6	6	0	0	6	6	0	0	0	0	0	6	6	0	404	GG	N	F	Y
1268525	"POP-UP REKTANGULÄRSPRIDARE OS 140"	"1,13"		0	0	0	0	2	2	0	0	2	2	0	0	0	0	0	2	2	0	404	GG	N	F	Y
1268527	ANSLUTNINGSBOX	"0,47"		0	0	0	0	15	15	0	0	15	15	0	0	0	0	0	15	15	0	404	GG	N	F	Y
1268528	"REGLERVENTIL UNDER JORD"	"0,6"		0	0	0	0	3	3	0	0	3	3	0	0	0	0	0	3	3	0	404	GG	N	F	Y
1268529	"STICKVENTIL UNDER JORD"	"0,55"		0	0	0	0	5	5	0	0	5	5	0	0	0	0	0	5	5	0	404	GG	N	F	Y
1268531	"PIPELINE VATTENSPRIDARE"	"0,29"		0	0	0	0	5	5	0	0	5	5	0	0	0	0	0	5	5	0	404	GG	N	F	Y
1268532	"ANSLUTNINGSNIPPEL 25MMX3/4""INVGÄNGA"	"0,08"		0	0	0	0	14	14	0	0	14	14	0	0	0	0	0	14	14	0	404	GG	N	F	Y
1268533	"ANSLUTNING 25 MM X 1"" INV.GÄNGA"	"0,08"		0	0	0	0	28	28	0	0	28	28	0	0	0	0	0	28	28	0	404	GG	N	F	Y
1268534	"ANSLUTNING 25MM X 1"" UTV.GÄNGA"	"0,07"		0	0	0	0	9	9	0	0	9	9	0	0	0	0	0	9	9	0	404	GG	N	F	Y
1268535	"L-SKARV 25MM X 3/4"" INV.GÄNGA"	"0,13"		0	0	0	0	4	4	0	0	4	4	0	0	0	0	0	4	4	0	404	GG	N	F	Y
1268536	"L-KOPPLING 15MM X 3/4"" INV. GÄNGA"	"0,08"		0	0	0	0	12	12	0	0	12	12	0	0	0	0	0	12	12	0	404	GG	N	F	Y
1268537	"T-SKARV  25 MM"	"0,18"		0	0	0	0	5	5	0	0	5	5	0	0	0	0	0	5	5	0	404	GG	N	F	Y
1268538	"L-SKARV  25 MM"	"0,12"		0	0	0	0	7	7	0	0	7	7	0	0	0	0	0	7	7	0	404	GG	N	F	Y
1268539	"RAK SKARV  25 MM"	"0,12"		0	0	0	0	8	8	0	0	8	8	0	0	0	0	0	8	8	0	404	GG	N	F	Y
1268540	"REDUCERINGSADAPTER 32-25MM"	"0,15"		0	0	0	0	7	7	0	0	7	7	0	0	0	0	0	7	7	0	404	GG	N	F	Y
1268541	"PLUGG  25 MM"	"0,06"		0	0	0	0	8	8	0	0	8	8	0	0	0	0	0	8	8	0	404	GG	N	F	Y
1268542	"L-SKARV  25 MM X 1/2"" UTV.GÄNGA"	"0,07"		0	0	0	0	17	17	0	0	17	17	0	0	0	0	0	17	17	0	404	GG	N	F	Y
1268543	"L-SKARV  25 MM X 3/4"" UTV.GÄNGA"	"0,08"		0	0	0	0	6	6	0	0	6	6	0	0	0	0	0	6	6	0	404	GG	N	F	Y
1268544	"VINKLAD L-SKARV 25MMX1/2"" UTV.GÄNGA"	"0,15"		0	0	0	0	21	21	0	0	21	21	0	0	0	0	0	21	21	0	404	GG	N	F	Y
1268545	"VINKLAD L-SKARV 25MMX3/4"" UTV.GÄNGA"	"0,12"		0	0	0	0	7	7	0	0	7	7	0	0	0	0	0	7	7	0	404	GG	N	F	Y
1268546	"T-SKARV  25 MM X 1/2"" UTV.GÄNGA"	"0,12"		0	0	0	0	6	6	0	0	6	6	0	0	0	0	0	6	6	0	404	GG	N	F	Y
1268547	"T-SKARV  25 MM X 3/4"" UTV.GÄNGA"	"0,15"		0	0	0	0	7	7	0	0	7	7	0	0	0	0	0	7	7	0	404	GG	N	F	Y
1268548	"T-SKARV  25 MM X 3/4"" INV.GÄNGA"	"0,13"		0	0	0	0	7	7	0	0	7	7	0	0	0	0	0	7	7	0	404	GG	N	F	Y
1268549	"FLEXIBEL ANSLUT 3/4""X1/2"" UTVGÄNGA"	"0,09"		0	0	0	0	12	12	0	0	12	12	0	0	0	0	0	12	12	0	404	GG	N	F	Y
1268550	"FLEXIBEL ANSLUT 3/4""X3/4"" UTVGÄNGA"	"0,09"		0	0	0	0	29	29	0	0	29	29	0	0	0	0	0	29	29	0	404	GG	N	F	Y
1268551	"SADELKLÄMMA 25X3/4"" INVÄNDIG GÄNGA"	"0,07"		0	0	0	0	6	6	0	0	6	6	0	0	0	0	0	6	6	0	404	GG	N	F	Y
1268552	"VERKTYG FÖR SADELKLÄMMA"	"0,13"		0	0	0	0	10	10	0	0	10	10	0	0	0	0	0	10	10	0	404	GG	N	F	Y
1268553	"INSTALLATIONSVERKTYG 25MM"	"0,07"		0	0	0	0	4	4	0	0	4	4	0	0	0	0	0	4	4	0	404	GG	N	F	Y
1268554	DRÄNERINGSSET	"0,08"		0	0	0	0	11	11	0	0	11	11	0	0	0	0	0	11	11	0	404	GG	N	F	Y
1268555	"ANLÄGGNINGSRÖR 10M 3/4"""	"1,35"		0	0	0	5	5	5	5	5	0	0	0	0	0	0	0	5	5	0	404	GG	N	F	N
1268556	"ANLÄGGNINGSRÖR  25 M 3/4"""	"3,75"		0	0	0	3	3	3	3	3	0	0	0	0	0	0	0	3	3	0	404	GG	N	F	N
1268558	"PROFI-SYSTEM ANSLUTNINGSSET"	"0,19"		0	0	0	0	6	6	0	0	6	6	0	0	0	0	0	6	6	0	404	GG	N	F	Y
1268559	"SLANGNIPPEL MED SLANGCLIP"	"0,05"		0	0	0	0	4	4	0	0	4	4	0	0	0	0	0	4	4	0	404	GG	N	F	Y
1268560	"PROFIMAXI-FLOW ANSLUTNINGS SET"	"0,64"		0	0	0	0	2	2	0	0	2	2	0	0	0	0	0	2	2	0	404	GG	N	F	Y
1268561	DRÄNERINGSVENTIL	"0,08"		0	0	0	0	10	10	0	0	10	10	0	0	0	0	0	10	10	0	404	GG	N	F	Y
1268564	"FÖRLÄNGNINGSKABEL FUKTIGHETSSENSOR"	"0,16"		0	0	0	0	8	8	0	0	8	8	0	0	0	0	0	8	8	0	404	GG	N	F	Y
1268565	"VATTENFÖRDELARE AUTOMATIC"	"1,71"		0	0	0	0	3	3	0	0	3	3	0	0	0	0	0	3	3	0	404	GG	N	F	Y
1268568	"24 V VENTILDOSA"	"0,59"		0	0	0	0	16	16	0	0	16	16	0	0	0	0	0	16	16	0	404	GG	N	F	Y
1268569	"24 V ANSLUTNINGSKABEL"	"1,07"		0	0	0	0	4	4	0	0	4	4	0	0	0	0	0	4	4	0	404	GG	N	F	Y
1268570	"24 V KABELKLÄMMA"	"0,05"		0	0	0	0	4	4	0	0	4	4	0	0	0	0	0	4	4	0	404	GG	N	F	Y
1268571	"STYRENHET 9V BLÅTAND"	"0,12"		0	0	0	0	2	2	0	0	2	2	0	0	0	0	0	2	2	0	404	GG	N	F	Y
1268572	"VENTILDOSA 1"" 9V BLÅTAND"	"0,71"		0	0	0	0	9	9	0	0	9	9	0	0	0	0	0	9	9	0	404	GG	N	F	Y
1268581	"ANLÄGGNINGSRÖR 50 M 1/2"""	"2,25"		0	0	0	151	151	151	151	151	0	0	0	0	0	0	0	151	151	0	404	GG	N	F	N
1268582	"FÖRDELARRÖR 50 M 4 6 MM (3/16"")"	"0,66"		0	0	0	0	112	112	0	0	112	112	0	0	0	0	0	112	112	0	404	GG	N	F	Y
1268583	"FÖRDELARRÖR 15 M  4 6 MM (3/16"")"	"0,21"		0	0	0	0	152	152	0	0	152	152	0	0	0	0	0	152	152	0	404	GG	N	F	Y
1268584	"REGLERVENTIL 4 6 MM (3/16"")"	"0,02"		0	0	0	0	110	110	0	0	110	110	0	0	0	0	0	110	110	0	404	GG	N	F	Y
1268586	"RÖRHÅLLARE 4 6 MM (3/16)"	"0,06"		0	0	0	0	80	80	0	0	80	80	0	0	0	0	0	80	80	0	404	GG	N	F	Y
1268587	"RÖRHÅLLARE 13MM (1/2"")"	"0,11"		0	9	-9	520	533	524	520	511	13	4	0	0	0	0	0	533	524	0	404	GG	N	F	Y
1268612	"REGLERVENTIL 3/16"""	"0,04"		0	0	0	0	67	67	0	0	67	67	0	0	0	0	0	67	67	0	404	GG	N	F	Y
1269125	"GRÄSKLIPPARE 36V RY36LMXSP53A-160"	67		0	1	-1	65	65	64	65	64	0	-1	0	0	0	0	0	65	64	0	404	GG	N	F	N
1269130	"FÅGELBORD RÖD/SVART 26x21x13 CM"	"1,27"		0	0	0	153	153	153	153	153	0	0	0	0	0	0	0	153	153	0	404	GG	N	F	N
1269174	"VATTENTRÅG FÖR CC SVART TUNNA"	1		0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	404	GG	N	C	N
1269175	"VATTENTRÅG HELPALL 120X80 CM GRÅ"	5		0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	404	GG	N	C	Y
1269177	"STUPRÖR TILL QUBE 2 ST. SVART"	"1,3"		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	404	GG	N	F	N
1269182	"PLANTSPIRAL 3 ST."	"0,66"		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	404	GG	N	F	N
1269189	"FRÖPÅSE E BLÅ BASILIKA GRÖN LOKI ORGANIC"	"0,02"		0	5	-5	0	24	19	0	-5	24	19	0	0	0	0	0	24	19	0	404	GG	N	F	Y
1269191	"FRÖPÅSE D RÖD CITRONMELISS LEMONA ORG"	"0,02"		0	0	0	0	2	2	0	0	2	2	0	0	10	0	0	2	2	0	404	GG	N	F	Y
1269192	"FRÖPÅSE E BLÅ KORIANDER CRUISER"	"0,02"		0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	404	GG	N	F	Y
1269193	"FRÖPÅSE D RÖD PERSILJA BLAD G D’ITA ORG"	"0,02"		0	5	-5	0	9	4	0	-5	9	4	0	0	10	0	0	9	4	0	404	GG	N	F	Y
1269194	"FRÖPÅSE D RÖD RÄDISA MIX"	"0,02"		0	5	-5	0	47	42	0	-5	47	42	0	0	0	0	0	47	42	0	404	GG	N	F	Y
1269195	"FRÖPÅSE D RÖD RÖDBETA HULLAHOOP MIX"	"0,02"		0	0	0	0	3	3	0	0	3	3	0	0	35	0	0	3	3	0	404	GG	N	F	Y
1269196	"FRÖPÅSE E BLÅ SALLAT ROMERSK GLOBUS"	"0,02"		0	5	-5	0	15	10	0	-5	15	10	0	0	10	0	0	15	10	0	404	GG	N	F	Y
1269197	"FRÖPÅSE F ROSA TOMAT HÖG BRONZY ORGANIC"	"0,02"		0	0	0	0	40	40	0	0	40	40	0	0	0	0	0	40	40	0	404	GG	N	F	Y
1269199	"FRÖPÅSE F ROSA ÄRT BRYTSOCKER NAIROBI"	"0,02"		0	20	-20	0	1	-19	0	-20	1	-19	0	20	45	0	0	21	1	0	404	GG	N	F	Y
1269200	"FRÖPÅSE E BLÅ ÄRT MÄRG KELVEDON WOND ORG"	"0,02"		0	0	0	0	34	34	0	0	34	34	0	0	0	0	0	34	34	0	404	GG	N	F	Y
1269202	"FRÖPÅSE E BLÅ STJÄRNVÄDD PAPER MOON"	"0,02"		0	10	-10	0	23	13	0	-10	23	13	0	0	0	0	0	23	13	0	404	GG	N	F	Y
1269203	"FRÖPÅSE E BLÅ PRAKTVÄDD SUMMER FRUITS"	"0,02"		0	0	0	0	25	25	0	0	25	25	0	0	0	0	0	25	25	0	404	GG	N	F	Y
1269204	"FRÖPÅSE B GRÖN GURKA FRILANDS VERT PET"	"0,02"		0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0	404	GG	N	F	Y
1269205	"FRÖPÅSE B GRÖN RÖDBETA D’EGYPTE"	"0,01"		0	5	-5	0	39	34	0	-5	39	34	0	0	0	0	0	39	34	0	404	GG	N	F	Y
1269206	"FRÖPÅSE PG 5 TOMAT HÖG BRONZY ORGANIC"	"0,02"		0	0	0	0	28	28	0	0	28	28	0	0	0	0	0	28	28	0	404	GG	N	F	Y
1269207	"FRÖPÅSE PG 5 ÄRT MÄRG KELVEDON WOND ORG"	"0,01"		0	0	0	0	4	4	0	0	4	4	0	0	25	0	0	4	4	0	404	GG	N	F	Y
1269208	"FRÖPÅSE PG 5 BASILIKA GRÖN LOKI ORGANIC"	"0,02"		0	5	-5	0	24	19	0	-5	24	19	0	0	0	0	0	24	19	0	404	GG	N	F	Y
1269222	"VÄXTHUS OCH SOCKEL SVART QUBE 66 3 9 M2"	"159,68"		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	404	GG	N	F	N
1269223	"VÄXTHUS OCH SOCKEL SVART QUBE 68 5 1 M2"	"194,93"		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	404	GG	N	F	N
1269224	"VÄXTHUS OCH SOCKEL QUBE 610 6 4 M2"	"226,9"		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	404	GG	N	F	N
1269228	"NÄTSÄCK MAXIMA 1500L PLAN BOTTEN"	"1,9"		0	0	0	20	23	23	20	20	3	3	0	0	0	0	0	23	23	0	404	GG	N	F	Y
1269229	"NÄTSÄCK MAXIMA 1500L BOTTENTÖMNING"	"2,5"		0	0	0	257	237	237	237	237	0	0	0	0	0	0	0	257	257	0	404	GG	N	F	N
1269277	"SÄTTPOTATIS ARIELLE 3KG VÅR"	"3,03"		0	0	0	0	37	37	0	0	37	37	0	0	0	0	0	37	37	0	404	GG	N	F	Y
1269281	"SPADE SPETSIG METALL SOLID™"	"1,85"		0	0	0	1	1	1	1	1	0	0	0	0	1320	0	0	1	1	0	404	GG	N	F	N
1269285	"FISKARS PLUS FÄLLSÅG L SW69"	"0,31"		0	12	-12	0	79	67	0	-12	79	67	0	0	44	0	0	79	67	0	404	GG	N	F	Y
1269286	"FISKARS PLUS FÄLLSÅG SW68"	"0,25"		0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	404	GG	N	F	Y
1269287	"SOLID™ GRIPTÅNG/SKRÄPPLOCKARE"	"0,47"		0	0	0	0	0	0	0	0	0	0	0	20	35	0	0	20	20	0	404	GG	N	F	N
1269288	"X-SERIES™ SKÖRDEKNIV K80  HOPFÄLLBAR"	"0,07"		0	0	0	0	17	17	0	0	17	17	0	0	40	0	0	17	17	0	404	GG	N	F	Y
1269289	"PLUS SKÖRDEKORG"	"1,13"		0	0	0	24	24	24	24	24	0	0	0	0	0	0	0	24	24	0	404	GG	N	F	N
1269291	"ÖRTSAX SNIP SP130"	"0,08"		0	4	-4	0	104	100	0	-4	104	100	0	0	72	0	0	104	100	0	404	GG	N	F	Y
1269315	"PREMIUM SÅJORD 4L"	"1,68"		0	0	0	28	28	28	28	28	0	0	0	0	32	0	0	28	28	0	404	GG	N	E	N
1269316	"PREMIUM BLOMJORD 4L"	"1,57"		0	0	0	24	24	24	24	24	0	0	0	0	36	0	0	24	24	0	404	GG	N	E	N
1269318	"LECAKULOR 4L"	"1,25"		0	0	0	16	16	16	16	16	0	0	0	0	68	0	0	16	16	0	404	GG	N	E	N
1269320	"BIOHUMUS TERRA 5L"	"3,7"		0	0	0	42	42	42	42	42	0	0	0	0	0	0	0	42	42	0	404	GG	N	E	N
1269324	"BEVATTNINGSPUMPSET 4100 SILENT 09051-20"	"7,3"		0	3	-3	29	29	26	29	26	0	-3	0	0	40	0	0	29	26	0	404	GG	N	F	N
1269326	"DROPPBEVATTNING SET BLOM/KÖK 13450-20"	"2,13"		0	0	0	226	226	226	226	226	0	0	0	0	0	0	0	226	226	0	404	GG	N	F	N
1269327	"DROPPSLANGSET 25M O/U JORD 13500-20"	"2,01"		0	0	0	162	162	162	162	162	0	0	0	0	0	0	0	162	162	0	404	GG	N	F	N
1269329	"DROPPSLANG OVAN/UNDER JORD 25M 13503-20"	"1,48"		0	0	0	11	11	11	11	11	0	0	0	8	0	0	0	19	19	0	404	GG	N	F	N
1269331	"PLUGG 4 6 MM (10 ST) 13215-20"	"0,01"		0	0	0	0	8	8	0	0	8	8	0	0	0	0	0	8	8	0	404	GG	N	F	Y
1269332	"PLUGG 13 MM (1/2"") (5 ST) 13205-20"	"0,05"		0	6	-6	0	146	140	0	-6	146	140	0	0	0	0	0	146	140	0	404	GG	N	F	Y
1269333	"L-KOPPLING 13MM(1/2"")(2 ST)13202-20"	"0,05"		0	0	0	290	215	215	0	0	215	215	0	0	0	0	0	505	505	0	404	GG	N	F	Y
1269334	"T-KOPPLING REDUCERING(5 ST)13204-20"	"0,09"		0	0	0	180	140	140	0	0	140	140	0	0	0	0	0	320	320	0	404	GG	N	F	Y
1269335	"REGLERVENTIL 13 MM (1/2"")13207-20"	"0,09"		0	0	0	0	320	320	0	0	320	320	0	0	0	0	0	320	320	0	404	GG	N	F	Y
1269336	"TRYCKUTJÄMNARE 1000 13333-20"	"0,3"		0	0	0	0	128	128	0	0	128	128	0	0	0	0	0	128	128	0	404	GG	N	F	Y
1269337	"T-KOPPLING 13 MM (1/2"") (2 ST)"	"0,06"		0	0	0	0	227	227	0	0	227	227	0	0	0	0	0	227	227	0	404	GG	N	F	Y
1269338	"T-KOPPLING 4 6 MM 3/16""(10 ST)"	"0,02"		0	0	0	0	4	4	0	0	4	4	0	0	0	0	0	4	4	0	404	GG	N	F	Y
1269339	"TRYCKUTJÄMNARE 2000 13310-20"	"0,38"		0	0	0	0	6	6	0	0	6	6	0	0	0	0	0	6	6	0	404	GG	N	F	Y
1269340	"MONTERINGSVERKTYG 13313-20"	"0,06"		0	0	0	0	164	164	0	0	164	164	0	0	0	0	0	164	164	0	404	GG	N	F	Y
1269341	"KRYSSKOPPLING 4 6 MM (3/16"") (10 ST)"	"0,02"		0	0	0	0	188	188	0	0	188	188	0	0	0	0	0	188	188	0	404	GG	N	F	Y
1269342	"SKARVKOPPLING 4 6 MM (3/16"") (10 ST)"	"0,03"		0	0	0	0	135	135	0	0	135	135	0	0	0	0	0	135	135	0	404	GG	N	F	Y
1269343	"SKARVKOPPLING 13 MM (1/2"") (3 ST)"	"0,06"		0	0	0	0	109	109	0	0	109	109	0	0	0	0	0	109	109	0	404	GG	N	F	Y
1269344	"L-KOPPLING 4 6 MM (3/16"") (10 ST)"	"0,02"		0	0	0	0	173	173	0	0	173	173	0	0	0	0	0	173	173	0	404	GG	N	F	Y
1269345	"DROPPSPRIDARE 2 L/H (25 ST)13307-20"	"0,02"		0	0	0	0	214	214	0	0	214	214	0	0	0	0	0	214	214	0	404	GG	N	F	Y
1269346	"DROPPSPRIDARE  STÄLLBAR (10 ST)"	"0,04"		0	0	0	0	132	132	0	0	132	132	0	0	0	0	0	132	132	0	404	GG	N	F	Y
1269347	"DROPPSPRIDARE STÄLLBAR  TRYCKREGLERANDE"	"0,07"		0	0	0	0	14	14	0	0	14	14	0	0	0	0	0	14	14	0	404	GG	N	F	Y
1269348	"INLINE DROPSPRIDARE STÄLLB TRYCKREGLERAN"	"0,07"		0	0	0	0	20	20	0	0	20	20	0	0	0	0	0	20	20	0	404	GG	N	F	Y
1269349	"INLINE DROPPSPRIDARE 2 L/H (10 ST)"	"0,03"		0	0	0	0	17	17	0	0	17	17	0	0	0	0	0	17	17	0	404	GG	N	F	Y
1269350	"MICRO SPRINKLER 360°(5 ST) 13322-20"	"0,02"		0	0	0	0	6	6	0	0	6	6	0	0	0	0	0	6	6	0	404	GG	N	F	Y
1269351	"MICRO SPRINKLER 180°(5 ST) 13321-20"	"0,02"		0	0	0	0	8	8	0	0	8	8	0	0	0	0	0	8	8	0	404	GG	N	F	Y
1269352	"MICRO DIM SPRIDARE (5 ST) 13323-20"	"0,02"		0	0	0	0	15	15	0	0	15	15	0	0	0	0	0	15	15	0	404	GG	N	F	Y
