Artikel	Beskrivning	"Vikt netto"	Plockplats	Plocksaldo	Kundorder	Diff	Buffertsaldo	"Saldo automation"	"Automation diff"	"Saldo kran"	"Kran diff"	"Saldo autoplock"	"Autoplock diff"	Utbeställt	Inlagring	Ankommande	"Pågående plock"	"För och under plock"	Saldo	Diff2	Externt	Lager	Bolag	Batchartikel	Klassificering	Robot
700215162	"MARKDISTANS GRUND 40/50MM ARMERING DIAM 4-16MM"	5	LN49011	6	6	0	240	0	-6	0	-6	0	-6	0	0	0	4	4	246	240	0	JKP	MG	N		N
700173618	"VATTENLÅSSATS S-BÖJ VIT 32X40MM ABS SB"	"0,36"	LN49012A	32	1	31	0	0	-1	0	-1	0	-1	0	0	0	0	0	32	31	0	JKP	MG	N		N
700215201	"HULLING 200MM"	"2,67"	LN49021	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	JKP	MG	N		N
700131724	"KRATTA 9-PIN MINI NYBY PLÅT GRÖN"	"0,1"	LN49022A	37	0	37	50	0	0	0	0	0	0	0	0	0	0	0	87	87	0	JKP	MG	N		N
700215074	"ISOLERSKRUV 190MM 16180013"	"11,4"	LN49031	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	JKP	MG	N		N
700315500	"POSTLÅDA S90 RECY PLAST SVART"	"1,25"	LN49032A	14	0	14	0	0	0	0	0	0	0	0	0	36	0	0	14	14	0	JKP	MG	N		N
700215195	"HULLING 125MM"	"1,57"	LN50011	18	0	18	0	0	0	0	0	0	0	0	0	0	0	0	18	18	0	JKP	MG	N		N
700314352	"FRISKLUFTSVENTIL AERO 100V2 SVART"	"0,7"	LN50012A	37	0	37	0	0	0	0	0	0	0	0	0	60	0	0	37	37	0	JKP	MG	N		N
700215152	"MARKDISTANS GRUND 70/80MM ARMERING DIAM 4-16MM"	"4,6"	LN50031	8	1	7	12	0	-1	0	-1	0	-1	0	0	0	0	0	20	19	0	JKP	MG	N		N
700323363	"DUSCHSET DAHLIA 3-SPRAY KROM D110MM/SLANG 150-200CM"	"0,92"	LN50032A	67	3	64	0	0	-3	0	-3	0	-3	0	0	0	0	0	67	64	0	JKP	MG	N		N
700145060	"FÖRVARINGSBOX N.PLAST TRSP 55L"	"1,36"	LO03011	24	0	24	192	0	0	0	0	0	0	0	0	0	0	0	216	216	0	JKP	MG	N		N
700170079	"FÖRVARINGSBOX NORDISKA PLAST REK SVART 15L"	"0,42"	LO03012A	56	0	56	0	0	0	0	0	0	0	0	0	0	0	0	56	56	0	JKP	MG	N		N
700175534	"MÅLARFOLIE TRANSPARENT 1500MMX0,03X25M"	"1,04"	LO03021	215	4	211	0	0	-4	0	-4	0	-4	0	0	0	4	4	215	211	0	JKP	MG	N		N
200840865	"HINK NORDISKA PLAST ROSA 10L ROSA 10L"	"0,27"	LO03022A	60	10	50	0	0	-10	0	-10	0	-10	0	0	50	0	0	60	50	0	JKP	MG	N		N
700143705	"TRÅG 180MM"	"0,19"	LO03031	603	18	585	0	0	-18	0	-18	0	-18	0	0	0	3	13	603	585	0	JKP	MG	N		N
700158393	"VATTENPASS 3 LIBELLER TACTIX 1200MM"	"0,87"	LO03032A	54	0	54	96	0	0	0	0	0	0	0	0	0	0	0	150	150	0	JKP	MG	N		N
700174139	"FÖRVARINGSBOX NORDIC SVART 15L NORDISKA PLAST"	"0,41"	LO04011	24	0	24	0	4	4	0	0	4	4	0	0	0	0	0	28	28	0	JKP	MG	N		N
200779069	"SLIPPAPPERSRULLE PS 30 D K40 115X50000MM"	"3,1"	LO04012A	15	0	15	0	0	0	0	0	0	0	0	0	0	0	0	15	15	0	JKP	MG	N		N
700145012	"MURBRUKSHINK N.PLAST GRÖN 25L"	"1,3"	LO04021	63	5	58	120	0	-5	0	-5	0	-5	0	0	0	5	5	183	178	0	JKP	MG	N		N
700178624	"JAPANSÅG PSX"	"0,22"	LO04022A	12	1	11	0	0	-1	0	-1	0	-1	0	0	0	0	0	12	11	0	JKP	MG	N		N
700145109	"HINK URVRIDARE SMART"	"0,71"	LO04031	109	7	102	0	0	-7	0	-7	0	-7	0	0	0	0	0	109	102	0	JKP	MG	N		N
200004122	"ANDNINGSSKYDD 8810 FFP2 3ST"	"0,01"	LO04032A	67	8	59	90	0	-8	0	-8	0	-8	0	0	66	0	3	157	149	0	JKP	MG	N		N
700174140	"FÖRVARINGSBOX NORDIC SVART 23L NORDISKA PLAST"	"0,57"	LO05011	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	JKP	MG	N		N
700323303	"GOLVSTÄLL VERBENA SVART 540MM"	1	LO05012A	114	0	114	0	0	0	0	0	0	0	0	0	0	0	0	114	114	0	JKP	MG	N		N
700215214	"MARKDISTANS SPEEDIES 35"	"3,75"	LO05021	12	0	12	35	0	0	0	0	0	0	0	0	0	0	0	47	47	0	JKP	MG	N		N
700150054	"HALKSKYDDSTEJP SVART 50MM 18M"	"0,84"	LO05022A	12	0	12	0	24	24	0	0	24	24	0	0	0	0	0	36	36	0	JKP	MG	N		Y
200619123	"HINK MED PIP SVART 20L"	"1,15"	LO05031	136	0	136	0	0	0	0	0	0	0	0	0	0	0	0	136	136	0	JKP	MG	N		N
200890405	"VÄGG/SKORSTENSTÄTNING PREMIUM PLUS GRÅ 280MM 5M"	"4,85"	LO05032A	20	0	20	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	JKP	MG	N		N
700145053	"FÖRVARINGSBOX N.PLAST TRSP 23L"	"0,57"	LO06011	95	0	95	0	0	0	0	0	0	0	0	0	0	0	0	95	95	0	JKP	MG	N		N
700300414	"TERRASS-SET QPT DYNA STEG-3 BEHANDLA"	"0,34"	LO06012A	12	0	12	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	JKP	MG	N		N
700150058	"AVSPÄRRNINGSBAND RÖD/VIT 70MM 100M"	"0,23"	LO06021	226	0	226	0	0	0	0	0	0	0	0	0	0	0	0	226	226	0	JKP	MG	N		N
700173806	"WC-SITS IDEALPLAST UNIVERSAL VIT 85-175MM"	"0,92"	LO06022A	18	0	18	0	0	0	0	0	0	0	0	0	0	0	0	18	18	0	JKP	MG	N		N
700307359	"MEMBRAN ROLLTITE 10X0,20M"	3	LO06031	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	JKP	MG	N		N
700175123	"DISPENSER TILL SNABBMASKERING MAX STORLEK 2700MM"	"0,11"	LO06032A	18	0	18	0	0	0	0	0	0	0	0	0	20	0	0	18	18	0	JKP	MG	N		N
700131719	"BLOMLÅDA NYBY PLAST VIT 90CM"	"0,1"	LO07011	71	0	71	0	0	0	0	0	0	0	0	0	60	0	0	71	71	0	JKP	MG	N		N
700322821	"SKJUTREGEL VFZ 630MM"	"1,13"	LO07012A	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	JKP	MG	N		N
700131731	"VATTENKANNA NYBY SV 5L"	"0,1"	LO07021	25	0	25	0	0	0	0	0	0	0	0	0	0	0	0	25	25	0	JKP	MG	N		N
200839533	"NOCK/VALMTÄTNING TOLAGO RÖD 310X5000MM"	"1,8"	LO07022A	14	0	14	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0	JKP	MG	N		N
700172220	"BRANDSLÄCKARE VIT 2KG PULVER 13A 89B C NEXA"	"3,75"	LO07031	60	0	60	0	0	0	0	0	0	0	0	0	0	0	0	60	60	0	JKP	MG	N		N
700171447	"KAMERATREFOT 1-77-201"	"1,1"	LO07032A	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	JKP	MG	N		N
200840867	"TRÄDGÅRDSHINK NORDISKA PLAST PISTAGEGRÖN 17L"	"0,91"	LO08011	57	0	57	120	0	0	0	0	0	0	0	0	59	0	0	177	177	0	JKP	MG	N		N
700145018	"VIPPLOCKSKORG N.PLAST VIT 26L"	"1,03"	LO08012A	1	0	1	0	0	0	0	0	0	0	0	0	6	0	0	1	1	0	JKP	MG	N		N
700144988	"DISKSTÄLL N.PLAST VIT"	"0,51"	LO08021	40	0	40	0	4	4	0	0	4	4	0	0	0	0	0	44	44	0	JKP	MG	N		Y
700154095	"REP PACFLEX CARLMARK 3-SL PP-FILM BLÅ SPOLE 6MMX200M"	"3,55"	LO08022A	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	JKP	MG	N		Y
700144998	"HINK NORDISKA PLAST VIT 10L"	"0,27"	LO08031	348	0	348	0	0	0	0	0	0	0	0	0	0	0	0	348	348	0	JKP	MG	N		N
700160879	"FÅGELBAND 1M T-RÖD"	"0,07"	LO08032A	50	0	50	1400	0	0	0	0	0	0	0	0	0	0	0	1450	1450	0	JKP	MG	N		N
700215211	"MARKDISTANS SPEEDIES 50"	"4,5"	LO09011	14	1	13	175	0	-1	0	-1	0	-1	0	0	0	0	0	189	188	0	JKP	MG	N		N
700158392	"VATTENPASS 3 LIBELLER TACTIX 600MM"	"0,3"	LO09012A	116	0	116	0	0	0	0	0	0	0	0	0	0	0	0	116	116	0	JKP	MG	N		N
700161421	"SPÄNNBAND CARLMARKS BL 1 TON BLÅ 0,4/4,6M"	"0,58"	LO09021	657	38	619	1200	0	-38	0	-38	0	-38	0	0	0	0	0	1857	1819	0	JKP	MG	N		N
700105079	"BULTSAX TACTIX 600MM"	"2,34"	LO09022A	29	0	29	0	0	0	0	0	0	0	0	0	0	0	0	29	29	0	JKP	MG	N		N
700160876	"NOCKTÄTNINGSRULLE TJB-ROLL SVART 300MM"	"1,6"	LO09031	120	0	120	160	0	0	0	0	0	0	0	0	0	0	0	280	280	0	JKP	MG	N		N
200884523	"DUSCHSET DAHLIA 3-SPRAY SVART D110MM/SLANG 150-200CM"	"0,92"	LO09032A	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	JKP	MG	N		N
200825858	"PAPPERSKORG 366 SVART 350X300MM"	"0,61"	LO10011	39	0	39	0	0	0	0	0	0	0	0	0	0	0	0	39	39	0	JKP	MG	N		N
700141829	"JAPANSÅG 10505164 JAPANSÅG MED/19TPI"	"0,03"	LO10012A	10	3	7	0	0	-3	0	-3	0	-3	0	0	40	0	0	10	7	0	JKP	MG	N		N
700145010	"MURBRUKSHINK N.PLAST SV 20L"	"0,64"	LO10021	324	20	304	372	0	-20	0	-20	0	-20	0	0	372	0	0	696	676	0	JKP	MG	N		N
700098269	"FLAGGA SVERIGE 240X150CM"	"0,65"	LO10022A	39	0	39	0	0	0	0	0	0	0	0	0	0	0	0	39	39	0	JKP	MG	N		N
700073195	"HÄCKSAX HS86 SMARTFIT TELESKOPSKAFT"	"1,35"	LO10032A	141	0	141	0	0	0	0	0	0	0	0	0	12	0	0	141	141	0	JKP	MG	N		N
700162892	"FOT T REGNTUNNA GREENLINE 200L"	"1,9"	LO11011	22	0	22	0	0	0	0	0	0	0	0	0	10	0	0	22	22	0	JKP	MG	N		N
700062148	"VÄGGENOMFÖRING RG100 D100/350MM"	"0,19"	LO11012A	79	20	59	240	0	-20	0	-20	0	-20	0	0	0	2	8	319	299	0	JKP	MG	N		N
700164703	"BUSKSTÖD NYBY GRÖN 35CM"	"0,1"	LO11021	314	0	314	0	0	0	0	0	0	0	0	0	100	0	0	314	314	0	JKP	MG	N		N
700320646	"BADKARSHANDTAG 3407 VIT 600MM"	"0,59"	LO11022A	18	0	18	0	0	0	0	0	0	0	0	0	0	0	0	18	18	0	JKP	MG	N		N
700173309	"SLANGSET BEVATTNING 20M 1/2T SLANG KOPPLING GROUW"	"1,75"	LO11031	45	4	41	156	0	-4	0	-4	0	-4	0	0	60	0	3	201	197	0	JKP	MG	N		N
700321408	"HAKGÅNGJÄRN 212 EFZ 600MM TAPP D12MM"	"0,63"	LO11032A	83	0	83	0	0	0	0	0	0	0	0	0	0	0	0	83	83	0	JKP	MG	N		N
200870073	"LEDSLINGA SUNLIT MARELD SLIM 20 M"	"1,8"	LO12011	66	0	66	0	0	0	0	0	0	0	0	0	0	0	0	66	66	0	JKP	MG	N		Y
700161051	"FÖRVARINGSBOX STORE IT N.PLAST TRANSP 20L"	"0,48"	LO12012A	168	8	160	0	0	-8	0	-8	0	-8	0	0	192	0	0	168	160	0	JKP	MG	N		N
700323351	"DUSCHKORG LAELIA SVART 435MM"	"0,5"	LO12022A	23	0	23	0	0	0	0	0	0	0	0	0	0	0	0	23	23	0	JKP	MG	N		N
200171021	"PLASTKIL MIXLÅDA 200ST"	"3,05"	LO12031	15	0	15	0	0	0	0	0	0	0	0	0	0	0	0	15	15	0	JKP	MG	N		N
700322840	"DÖRRTRÖSKEL EK 120X1000MM"	"0,78"	LO12032A	65	0	65	0	0	0	0	0	0	0	0	0	57	0	0	65	65	0	JKP	MG	N		N
700165433	"SORTERINGSBOX MED LOCK NATURVIT 55L"	"1,64"	LO13011	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	21	21	0	JKP	MG	N		N
700162384	"RABATT & GRÄSKANT OBEH PLÅT 3-P 119X16CMX1MM"	"3,2"	LO13012A	117	0	117	60	0	0	0	0	0	0	0	0	0	0	0	177	177	0	JKP	MG	N		N
200364307	"SOPSÄCK STANDARD TRANSPARENT 125L"	"0,29"	LO13021	375	0	375	0	0	0	0	0	0	0	0	0	0	0	0	375	375	0	JKP	MG	N		N
200221138	"HJULSPÅR GARAGE LJUSGRÅ"	"3,86"	LO13022A	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	JKP	MG	N		N
700145009	"MURBRUKSHINK N.PLAST GRÖN 17L"	"0,91"	LO13031	89	10	79	1320	0	-10	0	-10	0	-10	0	0	0	0	0	1409	1399	0	JKP	MG	N		N
700338739	"TRAPPKANTSLIST SA41 RF 100CM 35X35MM"	"0,24"	LO13032A	19	0	19	0	0	0	0	0	0	0	0	0	0	0	0	19	19	0	JKP	MG	N		N
700215088	"PALLNINGSBRICKA S MIXLÅDA 350S"	"4,8"	LO14011	8	3	5	96	0	-3	0	-3	0	-3	0	0	0	1	1	104	101	0	JKP	MG	N		N
700323338	"DUSCHSET DAHLIA 1-SPRAY KROM D110MM/SLANG 150-200CM"	"0,92"	LO14012A	14	0	14	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0	JKP	MG	N		N
700321297	"PAPPERSKORG 366 VIT 350X300MM"	"0,61"	LO14021	66	0	66	0	0	0	0	0	0	0	0	0	0	0	0	66	66	0	JKP	MG	N		N
700175073	"SKJUTMUFF HT S16 110MM"	"0,2"	LO14022A	217	0	217	128	0	0	0	0	0	0	0	0	0	0	0	345	345	0	JKP	MG	N		N
700161056	"FÖRVARINGSBOX STORE IT N.PLAST TRANSP 40L"	"1,01"	LO14031	23	0	23	192	0	0	0	0	0	0	0	0	0	0	0	215	215	0	JKP	MG	N		N
700100127	"SKRUVTVING TACTIX 600MM"	"2,05"	LO14032A	34	0	34	0	0	0	0	0	0	0	0	0	0	0	0	34	34	0	JKP	MG	N		N
700110946	"ROLLERSET LONGLON 180MM"	"0,39"	LO15011	38	0	38	0	0	0	0	0	0	0	0	0	0	0	0	38	38	0	JKP	MG	N		N
700150747	"RIVBRÄDA PLAST 220X420MM"	"0,42"	LO15012A	25	0	25	0	0	0	0	0	0	0	0	0	0	0	0	25	25	0	JKP	MG	N		Y
700163123	"MURBRUKSBALJA REKT N PLAST SVART 55L"	"1,72"	LO15021	71	4	67	138	0	-4	0	-4	0	-4	0	0	0	0	0	209	205	0	JKP	MG	N		N
700322879	"MEDICINSKÅP CURE VIT 45X30CM"	"2,25"	LO15022A	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	JKP	MG	N		N
700161491	"ELDKORG VASTBO SVART"	"6,1"	LO15031	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	JKP	MG	N		N
700141850	"SNABBTVING T518QCEL7 QUICK GRIP MEDIUM-DUT 450MM"	"0,73"	LO15032A	18	0	18	0	0	0	0	0	0	0	0	0	0	0	0	18	18	0	JKP	MG	N		N
700131660	"BLOMLÅDA NYBY PLAST SV 90CM"	"0,1"	LO16011	122	0	122	0	0	0	0	0	0	0	0	0	0	0	0	122	122	0	JKP	MG	N		N
700174005	"SKARVSLADD 3-FAS 16A 25M RDOE 5G2.5"	"7,2"	LO16012A	11	1	10	0	0	-1	0	-1	0	-1	0	0	5	0	0	11	10	0	JKP	MG	N		N
700097493	"TELESKOPSKAFT REDO 1,0-1,7M"	"0,51"	LO16021	156	54	102	0	0	-54	0	-54	0	-54	0	0	0	0	12	156	102	0	JKP	MG	N		N
700178882	"PIZZASTEN RUND INKL SPADE"	"3,15"	LO16022A	12	0	12	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	JKP	MG	N		N
700171465	"FÖRVARINGSBOX BEDROLLER 30L STORE IT TRANSP 590X180X395MM"	"0,77"	LO16031	58	0	58	0	0	0	0	0	0	0	0	0	0	0	0	58	58	0	JKP	MG	N		N
700145059	"FÖRVARINGSBOX N.PLAST SILV 33L"	"0,89"	LO16032A	16	0	16	0	0	0	0	0	0	0	0	0	0	0	0	16	16	0	JKP	MG	N		N
200335017	"SOPSÄCK EXTRA STARK BLÅ 125L"	"1,2"	LO17011	179	30	149	460	0	-30	0	-30	0	-30	0	0	0	30	30	639	609	0	JKP	MG	N		N
200222396	"ELDSTAD STÅL 60CM"	"10,6"	LO17012A	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	JKP	MG	N		N
700110937	"ROLLERSET 180MM"	"0,39"	LO17021	265	5	260	100	0	-5	0	-5	0	-5	0	0	0	0	0	365	360	0	JKP	MG	N		N
700110741	"VATTENPASS GDS 60 PLAST"	"0,3"	LO17022A	30	0	30	0	0	0	0	0	0	0	0	0	50	0	0	30	30	0	JKP	MG	N		N
200797061	"FÅGELHOLK 35MM M HACKSKYDD SADELTAK"	"1,5"	LO17031	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	JKP	MG	N		N
700162559	"BLOMPINNE NYBY GRÖN 11X1200MM"	"0,1"	LO17032A	261	0	261	0	0	0	0	0	0	0	0	0	0	0	0	261	261	0	JKP	MG	N		N
700160059	"SOPSET ROBUST"	"0,64"	LO18012A	20	0	20	0	0	0	0	0	0	0	0	0	20	0	0	20	20	0	JKP	MG	N		N
700165432	"SORTERINGSBOX MED LOCK NATURVIT 34L"	"1,29"	LO18021	28	0	28	0	0	0	0	0	0	0	0	0	0	0	0	28	28	0	JKP	MG	N		N
700164952	"HATTHYLLA SMIDE HESTRA SVART 75CM"	"4,6"	LO18022A	7	1	6	0	0	-1	0	-1	0	-1	0	0	0	0	0	7	6	0	JKP	MG	N		N
700105878	"MEJSELHAMMARE TACTIX 1,36KG"	"1,56"	LO18031	104	0	104	0	0	0	0	0	0	0	0	0	0	0	0	104	104	0	JKP	MG	N		Y
700179711	"ROLLERSET GO PAINT MÅLA RUMMET 18CM"	"0,41"	LO18032A	27	0	27	0	0	0	0	0	0	0	0	0	0	0	0	27	27	0	JKP	MG	N		N
700322520	"PAPPERSKORG 366 EFZ 350X300MM"	"0,58"	LO19011	43	0	43	47	0	0	0	0	0	0	0	0	0	0	0	90	90	0	JKP	MG	N		N
200790849	"HANDLYFT PORTABEL FMHT83550-1 TRADELIFT"	"2,74"	LO19012A	8	0	8	0	0	0	0	0	0	0	0	0	4	0	0	8	8	0	JKP	MG	N		N
700177406	"ROLLERSET DELUXE MÅLA ALLA YTOR 100MM"	"0,21"	LO19021	82	0	82	0	0	0	0	0	0	0	0	0	0	0	0	82	82	0	JKP	MG	N		N
700173793	"DUSCHSET AQUALINE KROM 1SPRAY SLANG MAX C/C 760MM 1,75M"	"1,15"	LO19022A	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	JKP	MG	N		N
700073054	"GRENSAX L86 TELESCOP SMART FIT 1013564"	"1,4"	LO19031	132	0	132	0	0	0	0	0	0	0	0	0	8	0	0	132	132	0	JKP	MG	N		N
700110945	TAPETSET	"0,45"	LO19032A	44	8	36	0	0	-8	0	-8	0	-8	0	0	0	5	5	44	36	0	JKP	MG	N		N
200840870	"TRÄDGÅRDSHINK NORDISKA PLAST SVART 17L"	"0,91"	LO20011	18	0	18	0	0	0	0	0	0	0	0	0	0	0	0	18	18	0	JKP	MG	N		N
700144996	"BESTICKLÅDA 7- FACK N.PLAST STOR VIT 485X326X40MM"	"0,36"	LO20012A	63	0	63	0	0	0	0	0	0	0	0	0	0	0	0	63	63	0	JKP	MG	N		N
700161497	"RABATT & GRÄSKANT GALV PLÅT 119X16CMX1MM"	"3,3"	LO20021	45	0	45	0	0	0	0	0	0	0	0	0	0	0	0	45	45	0	JKP	MG	N		N
200840869	"HINK NORDISKA PLAST PISTAGEGRÖN 10L"	"0,27"	LO20022A	30	10	20	0	0	-10	0	-10	0	-10	0	0	50	0	0	30	20	0	JKP	MG	N		N
700177702	"SOLCELLSLAMPA KLOT D 20CM"	"0,37"	LO20031	38	0	38	0	0	0	0	0	0	0	0	0	0	0	0	38	38	0	JKP	MG	N		N
200890403	"VÄGG/SKORSTENSTÄTNING PREMIUM PLUS SVART 280MM 5M"	"4,85"	LO20032A	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	JKP	MG	N		N
700161046	"FÖRVARINGSBOX STORE IT N.PLAST TRANSP 10L"	"0,3"	LO23011	202	8	194	0	0	-8	0	-8	0	-8	0	0	96	0	0	202	194	0	JKP	MG	N		N
700325195	"NIVÅLIST SA78 GRÅ EK 100CM 40MM"	"0,14"	LO23012A	55	0	55	0	0	0	0	0	0	0	0	0	0	0	0	55	55	0	JKP	MG	N		N
700145118	"SOPSET VIKBART TELESKOP SMART"	"0,73"	LO23012B	19	3	16	0	0	-3	0	-3	0	-3	0	0	0	0	0	19	16	0	JKP	MG	N		N
700175178	"RULLSTÖD JUSTERBAR HÖJD 68-108CM 282MM BRETT RULLHJUL"	"4,01"	LO23021	92	0	92	487	0	0	0	0	0	0	0	0	0	0	0	579	579	0	JKP	MG	N		N
700171824	"BÅGSÅG 1-15-379 530MM"	"0,53"	LO23022A	16	0	16	0	0	0	0	0	0	0	0	0	0	0	0	16	16	0	JKP	MG	N		N
700174004	"SKARVSLADD 3-FAS 16A 20M RDOE 5G2.5"	"6,15"	LO23022B	3	0	3	0	0	0	0	0	0	0	0	0	8	0	0	3	3	0	JKP	MG	N		N
700161492	"JULGRANSFOT INOMHUS VASTBO SVART"	"2,4"	LO23031	20	0	20	36	0	0	0	0	0	0	0	0	0	0	0	56	56	0	JKP	MG	N		N
700181195	"TILLBEHÖRSSET TILL MULTI&BUDDY GROVDAMMSUGARE"	"0,96"	LO23032A	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	JKP	MG	N		N
700323373	"HANDDUKSSTÅNG 1368 ENKEL SVART 595MM"	"0,4"	LO23032B	20	0	20	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	JKP	MG	N		N
200619160	"HINK VIT MED PIP 20L"	"1,15"	LO24011	34	0	34	0	0	0	0	0	0	0	0	0	0	0	0	34	34	0	JKP	MG	N		N
700161864	"PERFOHYLSA ANKARMASSA RAWL M16X85MM 10ST"	"0,04"	LO24012A	69	0	69	0	0	0	0	0	0	0	0	0	0	0	0	69	69	0	JKP	MG	N		N
200840866	"HINK NORDISKA PLAST ROSA 5L ROSA 5L"	"0,19"	LO24012B	79	0	79	0	0	0	0	0	0	0	0	0	0	0	0	79	79	0	JKP	MG	N		N
700173377	"SOPSET TRÄ SMART MICROFIBER"	"1,09"	LO24021	24	0	24	0	0	0	0	0	0	0	0	0	0	0	0	24	24	0	JKP	MG	N		N
700323361	"DUSCHSET DAHLIA 1-SPRAY VIT D110MM/SLANG 150CM"	"0,95"	LO24022A	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	JKP	MG	N		N
700145019	"PAPPERSKORG N.PLAST VIT 14L"	"0,38"	LO24022B	20	0	20	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	JKP	MG	N		N
700215153	"MARKDISTANS GRUND 90/100MM ARMERING DIAM 4-16MM"	"4,2"	LO24031	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	JKP	MG	N		N
700138330	"DOSERINGSFLOTTÖR FIXOR LARGE"	"0,48"	LO24032A	14	0	14	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0	JKP	MG	N		N
700145087	"MOPP PLATT FUKTMOPP SMART MICROFIBER"	"0,65"	LO24032B	9	0	9	0	0	0	0	0	0	0	0	0	12	0	0	9	9	0	JKP	MG	N		N
700170080	"FÖRVARINGSBOX NORDISKA PLAST REK SVART 27L"	"0,78"	LO25011	32	0	32	0	0	0	0	0	0	0	0	0	24	0	0	32	32	0	JKP	MG	N		N
700177081	"STRÖMBRYTARE CONNECT 2 HOME KRON UTP VIT 16A"	"0,09"	LO25012A	18	0	18	0	0	0	0	0	0	0	0	0	0	0	0	18	18	0	JKP	MG	N		N
200348769	"NÄT SVETSAT VFZ 250MM 19X19X1,05MM 25M"	4	LO25012B	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	JKP	MG	N		N
700170086	"TRÄDGÅRDSHINK NORDISKA PLAST RUND GRÖN 17L"	"0,91"	LO25021	60	0	60	0	0	0	0	0	0	0	0	0	0	0	0	60	60	0	JKP	MG	N		N
700215125	"PLASTKIL STADIG 17 BRUN 44X85X17MM"	"3,07"	LO25022A	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	JKP	MG	N		N
700055633	HÄNGRÄNNERENSARE	"2,3"	LO25022B	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	JKP	MG	N		Y
700176343	"BYGGCENTRAL 16A JFB AUTOMATSÄK IP44"	"3,35"	LO25031	11	0	11	0	0	0	0	0	0	0	0	0	12	0	0	11	11	0	JKP	MG	N		N
700178876	"GRILLÖVERDRAG TILL GRILL MED 2BRÄNNARE OCH KOLGRILL 2600"	"1,43"	LO25032A	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	30	30	0	JKP	MG	N		Y
200623977	"NIVÅMARKÖR 60MM 1000ST LEV I HINK 20L"	"3,5"	LO25032B	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	JKP	MG	N		N
700177724	"ODLINGSTUNNEL INKL BÅGAR 60G/M2 0,5X0,4X4M"	"1,15"	LO26011	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	JKP	MG	N		N
200840924	"RÖRRENSSLANG 15M PC 15"	"1,12"	LO26012A	4	0	4	6	0	0	0	0	0	0	0	0	0	0	0	10	10	0	JKP	MG	N		Y
700338509	"KABEL S05XZ1-U EXQ 3G1,5 25M"	"3,04"	LO26012B	19	0	19	0	0	0	0	0	0	0	0	0	0	0	0	19	19	0	JKP	MG	N		Y
700177054	"TUNNA NORDISKA PLAST SVART 35L"	"0,98"	LO26021	45	6	39	60	0	-6	0	-6	0	-6	0	0	0	0	0	105	99	0	JKP	MG	N		N
700173805	"WC-SITS IFÖ SIGN MJUKSITS VIT"	"1,6"	LO26022B	8	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	JKP	MG	N		N
700315501	GRIPTÅNG	"0,15"	LO26031	97	0	97	0	0	0	0	0	0	0	0	0	0	0	0	97	97	0	JKP	MG	N		N
700164196	"SKYDDSGUMMISTÖVEL S5 RÄTTVIK MONITOR STL 45"	"2,53"	LO26032B	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	JKP	MG	N		Y
700145005	"HINK NORDISKA PLAST MÖRKBLÅ 12L"	"0,46"	LO27011	32	0	32	0	0	0	0	0	0	0	0	0	0	0	0	32	32	0	JKP	MG	N		N
