Pallid	Status	Ordernr	Yta	Kund	Kund	Antal	Artikel	Beskrivning	Packklass	Ändrad	Användare	Kö	Prioritet	Lagerplats	Zon	Bolag	Lager	Batch	Sändningsnr	Utgångsdatum	"Pågående Plock"	"Plockplats Diff"	SSCC	Avgång	Krangång
718610	20	TO100036614		251	"Granngården Västervik"	2	1270428	"KOMPOSTKVARN VALS RSH3045U 3000W"	0	"2026-03-17 06:38:34"	OrderGenerator	3	5	HBW0090131002		GG	404		GG-404-260317-1703652-0		0	-1	273500916307186107		3005
716755	20	TO100036585		423	"Granngården Uppsala"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:08"	OrderGenerator	3	5	HBW0090130801		GG	404		GG-404-260316-1701959-0		0	13	273500916307167557		3005
669711	20	TO100036740		201	"Granngården Umeå"	37	2003470	"PALLKRAGE 1200X800MM FJÄRIL"	0	"2026-03-17 06:38:28"	OrderGenerator	3	5	HBW0090121101		GG	404		GG-404-260317-1703632-0		0	0	273500916306697116		3005
664092	20	TO100036655		261	"Granngården Vetlanda"	30	1237683	"HÖNSFODER NYTT GRANNGÅRDEN START 20 KG"	0	"2026-03-17 06:38:31"	OrderGenerator	3	5	HBW0090120702		GG	404		GG-404-260317-1703630-0		0	20	273500916306640921		3005
696170	20	TO100036577	UTL37A/UTL38A	193	"Granngården Kristianstad"	72	1238567	"SLICKSTEN GG NATURAL 10 KG"	0	"2026-03-17 06:38:07"	OrderGenerator	3	5	HBW0090110401		GG	404		GG-404-260316-1702002-0		0	36	273500916306961705		3005
701016	20	TO100036577	UTL37A/UTL38A	193	"Granngården Kristianstad"	15	1236219	"HÄSTFODER BG LUSERN MIX 18 KG"	0	"2026-03-17 06:38:07"	OrderGenerator	3	5	HBW0090080302		GG	404		GG-404-260316-1702002-0		0	7	273500916307010167		3005
715792	20					13	1183944	"TOALETTPAPPER 42X50M KATRIN PLUS"	0	"2026-03-16 18:01:33"	SEBA80	4	2	HBW0090040601		GG	404				0	-1	273500916307157923		3005
698144	20	TO100036659		256	"Granngården Jönköping"	24	1230622	"PROTEIN KONCENTRAT GG 20KG"	0	"2026-03-17 06:38:27"	OrderGenerator	3	5	HBW0090040502		GG	404		GG-404-260317-1701307-0		0	14	273500916306981444		3005
701522	20					392	1167763	"SNIGELMEDEL EFFEKT 1KG"	0	"2026-03-16 18:01:33"	SEBA80	4	2	HBW0080990302		GG	404				0	-46	273500916307015223		3004
673396	20	TO100036618		211	"Granngården Boden"	1	2001458	"GRÄSKLIPPARE COMBI 748 SE"	0	"2026-03-17 06:38:25"	OrderGenerator	3	5	HBW0080891001		GG	404		GG-404-260317-1703634-0		0	0	273500916306733968		3004
418748	20	TO100036580	UTL32A/UTL33A/UTL34A	272	"Granngården Varberg"	2	1268101	"REGNVATTENTUNNA RUSTIK 240 LITER"	0	"2026-03-17 06:38:05"	OrderGenerator	3	5	HBW0080761402		GG	404		GG-404-260316-1701988-0		0	0	273500916304187480		3004
418749	20	TO100036599	UTL59A/UTL60A	221	"Granngården Sunne"	2	1268101	"REGNVATTENTUNNA RUSTIK 240 LITER"	0	"2026-03-17 06:38:05"	OrderGenerator	3	5	HBW0080761401		GG	404		GG-404-260316-1701994-0		0	0	273500916304187497		3004
683692	20	TO100036740		201	"Granngården Umeå"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:38:27"	OrderGenerator	33	5	HBW0080651401	H	GG	404		GG-404-260317-1703632-0		0	0	273500916306836928		3004
683692	20	TO100036487		260	"Granngården Sävsjö"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:38:30"	OrderGenerator	33	0	HBW0080651401	H	GG	404		GG-404-260317-1701976-0		0	0	273500916306836928		3004
705036	20	TO100036600		367	"Granngården Motala"	30	1260000	"GRÄSGÖDSEL MOSSA GG 20KG"	0	"2026-03-17 06:38:01"	OrderGenerator	3	5	HBW0080631002		GG	404		GG-404-260316-1701981-0		0	16	273500916307050361		3004
495313	20	TO100036538		429	"Granngården Handen"	21	2002908252888	"STRÖ TOA-LÄTT 55 L -"	0	"2026-03-17 06:37:57"	OrderGenerator	3	5	HBW0080630802		GG	404		GG-404-260316-1701985-0		0	4	273500916304953139		3004
702454	20	TO100036624	UTL87A	219	"Granngården Torsby"	1	2003481	"GRÄSKLIPPARE 48V COMBI 548e S KIT"	0	"2026-03-17 06:38:06"	OrderGenerator	33	5	HBW0080610302	H	GG	404		GG-404-260316-1702006-0		0	0	273500916307024546		3004
702454	20	TO100036624	UTL87A	219	"Granngården Torsby"	1	2003481	"GRÄSKLIPPARE 48V COMBI 548e S KIT"	0	"2026-03-17 06:38:06"	OrderGenerator	33	0	HBW0080610302	H	GG	404		GG-404-260316-1702006-0		0	0	273500916307024546		3004
703566	20	TO100036607		440	"Granngården Gnesta"	1	2003481	"GRÄSKLIPPARE 48V COMBI 548e S KIT"	0	"2026-03-17 06:38:14"	CraneService	33	5	HBW0080610301	H	GG	404		GG-404-260316-1701932-0		0	0	273500916307035665		3004
703566	20	TO100036607		440	"Granngården Gnesta"	1	2003481	"GRÄSKLIPPARE 48V COMBI 548e S KIT"	0	"2026-03-17 06:38:14"	CraneService	33	0	HBW0080610301	H	GG	404		GG-404-260316-1701932-0		0	0	273500916307035665		3004
712907	20	TO100036598		282	"Granngården Karlshamn"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:03"	OrderGenerator	3	5	HBW0080601202		GG	404		GG-404-260316-1701987-0		0	13	273500916307129074		3004
682413	20	TO100036620		209	"Granngården Luleå"	55	2003471	"PALLKRAGE 800X600 MM FJÄRIL"	0	"2026-03-17 06:38:24"	OrderGenerator	3	5	HBW0080551202		GG	404		GG-404-260317-1703625-0		0	0	273500916306824130		3004
689157	20	TO100036599	UTL59A/UTL60A	221	"Granngården Sunne"	1	2000805	"STÄLL BUSKSTÖD, SVART 400 ST KIT*"	0	"2026-03-17 06:38:06"	OrderGenerator	33	5	HBW0080481401	H	GG	404		GG-404-260316-1701994-0		0	0	273500916306891576		3004
689157	20	TO100036624	UTL87A	219	"Granngården Torsby"	1	2000805	"STÄLL BUSKSTÖD, SVART 400 ST KIT*"	0	"2026-03-17 06:38:06"	OrderGenerator	33	0	HBW0080481401	H	GG	404		GG-404-260316-1702006-0		0	0	273500916306891576		3004
704021	20	TO100036614		251	"Granngården Västervik"	30	2000043	"BETFIBER MASH 15 kg"	0	"2026-03-17 06:38:34"	OrderGenerator	3	5	HBW0080441002		GG	404		GG-404-260317-1703652-0		0	20	273500916307040218		3004
712915	20	TO100036631	UTL48A/UTL49A	164	"Granngården Ljusdal"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:02"	OrderGenerator	3	5	HBW0080440302		GG	404		GG-404-260316-1701996-0		0	13	273500916307129159		3004
712892	20	TO100036612	UTL43A/UTL44A/UTL45A	411	"Granngården Bollnäs"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:37:56"	OrderGenerator	3	5	HBW0080440301		GG	404		GG-404-260316-1701974-0		0	13	273500916307128923		3004
710062	20	TO100036642		239	"Granngården Örebro"	30	1237681	"HÖNSFODER NYTT GRANNGÅRDEN BAS 20 KG"	0	"2026-03-17 06:38:18"	OrderGenerator	3	5	HBW0080430302		GG	404		GG-404-260316-1702000-0		0	11	273500916307100622		3004
720112	20	TO100036655		261	"Granngården Vetlanda"	24	1186416	"HÄSTFODER GG ORIGINAL PELLETS 20KG."	0	"2026-03-17 06:38:31"	OrderGenerator	3	5	HBW0080420902		GG	404		GG-404-260317-1703630-0		0	9	273500916307201121		3004
683669	20	TO100036607		440	"Granngården Gnesta"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:38:14"	OrderGenerator	33	5	HBW0080411402	H	GG	404		GG-404-260316-1701932-0		0	0	273500916306836690		3004
683669	20	TO100036604		424	"Granngården Norrtälje"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:38:17"	OrderGenerator	33	0	HBW0080411402	H	GG	404		GG-404-260316-1701973-0		0	0	273500916306836690		3004
692995	20	TO100036631	UTL48A/UTL49A	164	"Granngården Ljusdal"	24	2001162218888	"DOGGY PROFESSIONAL EXTRA 18 KG -"	0	"2026-03-17 06:38:02"	OrderGenerator	3	5	HBW0080401202		GG	404		GG-404-260316-1701996-0		0	6	273500916306929958		3004
683678	20	TO100036577	UTL37A/UTL38A	193	"Granngården Kristianstad"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:38:07"	OrderGenerator	33	5	HBW0080341402	H	GG	404		GG-404-260316-1702002-0		0	0	273500916306836782		3004
683678	20	TO100036585		423	"Granngården Uppsala"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:38:08"	OrderGenerator	33	0	HBW0080341402	H	GG	404		GG-404-260316-1701959-0		0	0	273500916306836782		3004
683679	20	TO100036531	UTL35A/UTL36A	275	"Granngården Falkenberg"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:38:06"	OrderGenerator	33	5	HBW0080341401	H	GG	404		GG-404-260316-1701977-0		0	0	273500916306836799		3004
683679	20	TO100036609		325	"Granngården Sorunda"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:38:07"	OrderGenerator	33	0	HBW0080341401	H	GG	404		GG-404-260316-1701980-0		0	0	273500916306836799		3004
712909	20	TO100036600		367	"Granngården Motala"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:01"	OrderGenerator	3	5	HBW0080340602		GG	404		GG-404-260316-1701981-0		0	13	273500916307129098		3004
704018	20	TO100036593		422	"Granngården Östhammar"	30	2000043	"BETFIBER MASH 15 kg"	0	"2026-03-17 06:38:20"	OrderGenerator	3	5	HBW0080310502		GG	404		GG-404-260316-1701961-0		0	20	273500916307040188		3004
704013	20	TO100036641	UTL52A/UTL53/UTL54A	216	"Granngården Karlstad"	30	2000043	"BETFIBER MASH 15 kg"	0	"2026-03-17 06:37:58"	OrderGenerator	3	5	HBW0080310501		GG	404		GG-404-260316-1702003-0		0	20	273500916307040133		3004
713645	20	TO100036598		282	"Granngården Karlshamn"	18	1261883	"GRILLKOL GRANNGÅRDEN 10KG"	0	"2026-03-17 06:38:03"	OrderGenerator	3	5	HBW0080300802		GG	404		GG-404-260316-1701987-0		0	21	273500916307136454		3004
712897	20	TO100036609		325	"Granngården Sorunda"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:07"	OrderGenerator	3	5	HBW0080280702		GG	404		GG-404-260316-1701980-0		0	13	273500916307128978		3004
710011	20	TO100036655		261	"Granngården Vetlanda"	30	1237681	"HÖNSFODER NYTT GRANNGÅRDEN BAS 20 KG"	0	"2026-03-17 06:38:31"	OrderGenerator	3	5	HBW0080210202		GG	404		GG-404-260317-1703630-0		0	11	273500916307100110		3004
716752	20	TO100036659		256	"Granngården Jönköping"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:27"	OrderGenerator	3	5	HBW0080190301		GG	404		GG-404-260317-1701307-0		0	13	273500916307167526		3004
712910	20	TO100036592	UTL57A/UTL58A	225	"Granngården Kristinehamn"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:00"	OrderGenerator	3	5	HBW0080180302		GG	404		GG-404-260316-1701997-0		0	13	273500916307129104		3004
712899	20	TO100036613		427	"Granngården Gustavsberg"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:04"	OrderGenerator	3	5	HBW0080180301		GG	404		GG-404-260316-1701969-0		0	13	273500916307128992		3004
718659	20	TO100036599	UTL59A/UTL60A	221	"Granngården Sunne"	2	1270428	"KOMPOSTKVARN VALS RSH3045U 3000W"	0	"2026-03-17 06:38:05"	OrderGenerator	3	5	HBW0080150301		GG	404		GG-404-260316-1701994-0		0	-1	273500916307186596		3004
456789	20	TO100036612	UTL43A/UTL44A/UTL45A	411	"Granngården Bollnäs"	10	1270455	"VATTENTUNNA GRÖN 200 LITER"	0	"2026-03-17 06:37:57"	OrderGenerator	3	5	HBW0080141101		GG	404		GG-404-260316-1701974-0		0	18	273500916304567893		3004
715202	20	TO100036614		251	"Granngården Västervik"	27	1243811	"GG HUNDFODER HÖGENERGI 13 KG"	0	"2026-03-17 06:38:34"	OrderGenerator	3	5	HBW0080121201		GG	404		GG-404-260317-1703652-0		0	26	273500916307152027		3004
456795	20	TO100036585		423	"Granngården Uppsala"	10	1270455	"VATTENTUNNA GRÖN 200 LITER"	0	"2026-03-17 06:38:08"	OrderGenerator	3	5	HBW0080011402		GG	404		GG-404-260316-1701959-0		0	18	273500916304567954		3004
683259	20	TO100036491		453	"Granngården Hjo"	60	1185642	"GRÄSMATTEGÖDSEL GRÖN EFFEKT 15KG GG"	0	"2026-03-17 06:38:33"	OrderGenerator	3	5	HBW0070970602		GG	404		GG-404-260317-1703672-0		0	55	273500916306832593		3004
678521	20	TO100036500		208	"Granngården Piteå"	2	2001457	"GRÄSKLIPPARE COMBI  53 S"	0	"2026-03-17 06:38:24"	OrderGenerator	3	5	HBW0070960402		GG	404		GG-404-260317-1703636-0		0	0	273500916306785219		3004
678515	20	TO100036620		209	"Granngården Luleå"	2	2001457	"GRÄSKLIPPARE COMBI  53 S"	0	"2026-03-17 06:38:24"	OrderGenerator	3	5	HBW0070960401		GG	404		GG-404-260317-1703625-0		0	0	273500916306785158		3004
672048	20	TO100036740		201	"Granngården Umeå"	37	1270637	"PALLKRAGE 1200X800MM SVART"	0	"2026-03-17 06:38:28"	OrderGenerator	3	5	HBW0070930702		GG	404		GG-404-260317-1703632-0		0	13	273500916306720487		3004
672046	20	TO100036618		211	"Granngården Boden"	37	1270637	"PALLKRAGE 1200X800MM SVART"	0	"2026-03-17 06:38:26"	OrderGenerator	3	5	HBW0070930701		GG	404		GG-404-260317-1703634-0		0	13	273500916306720463		3004
689089	20	TO100036630		414	"Granngården Hedemora"	1	2000805	"STÄLL BUSKSTÖD, SVART 400 ST KIT*"	0	"2026-03-17 06:38:10"	OrderGenerator	33	5	HBW0070921401	H	GG	404		GG-404-260316-1701982-0		0	0	273500916306890890		3004
689089	20	TO100036607		440	"Granngården Gnesta"	1	2000805	"STÄLL BUSKSTÖD, SVART 400 ST KIT*"	0	"2026-03-17 06:38:14"	OrderGenerator	33	0	HBW0070921401	H	GG	404		GG-404-260316-1701932-0		0	0	273500916306890890		3004
712839	20	TO100036586	UTL91/UTL92/UTL93	425	"Granngården Täby"	36	1235831	"HÖNSFODER GRANI 2 MIX PELLETS 20KG"	0	"2026-03-17 06:37:54"	OrderGenerator	3	5	HBW0070901402		GG	404		GG-404-260316-1701984-0		0	-16	273500916307128398		3004
683251	20	TO100036500		208	"Granngården Piteå"	60	1185642	"GRÄSMATTEGÖDSEL GRÖN EFFEKT 15KG GG"	0	"2026-03-17 06:38:25"	OrderGenerator	3	5	HBW0070901302		GG	404		GG-404-260317-1703636-0		0	55	273500916306832517		3004
713902	20	TO100036663		284	"Granngården Karlskrona"	110	1221153	"KEXCHOKLAD 60G"	0	"2026-03-17 06:38:31"	OrderGenerator	3	5	HBW0070810202		GG	404		GG-404-260317-1703635-0		0	0	273500916307139028		3004
690827	20	TO100036604		424	"Granngården Norrtälje"	1	2000805	"STÄLL BUSKSTÖD, SVART 400 ST KIT*"	0	"2026-03-17 06:38:17"	CraneService	33	5	HBW0070691402	H	GG	404		GG-404-260316-1701973-0		0	0	273500916306908274		3004
690827	20	TO100036628		312	"Granngården Krylbo"	1	2000805	"STÄLL BUSKSTÖD, SVART 400 ST KIT*"	0	"2026-03-17 06:38:19"	CraneService	33	0	HBW0070691402	H	GG	404		GG-404-260316-1701979-0		0	0	273500916306908274		3004
689077	20	TO100036576	UTL39A/UTL40A	190	"Granngården Ängelholm"	1	2000805	"STÄLL BUSKSTÖD, SVART 400 ST KIT*"	0	"2026-03-17 06:38:09"	OrderGenerator	33	5	HBW0070691401	H	GG	404		GG-404-260316-1701998-0		0	0	273500916306890777		3004
689077	20	TO100036601	UTL41A/UTL42A	176	"Granngården Eslöv"	1	2000805	"STÄLL BUSKSTÖD, SVART 400 ST KIT*"	0	"2026-03-17 06:38:10"	OrderGenerator	33	0	HBW0070691401	H	GG	404		GG-404-260316-1701999-0		0	0	273500916306890777		3004
709044	20	TO100036595	UTL88A	475	"Granngården Kinna"	30	1236276	"KORNKROSS GG 15 KG"	0	"2026-03-17 06:37:59"	OrderGenerator	3	5	HBW0070640901		GG	404		GG-404-260316-1701950-0		0	8	273500916307090442		3004
713141	20	TO100036663		284	"Granngården Karlskrona"	30	1235443	"KRAFFT SENIOR 20KG"	0	"2026-03-17 06:38:32"	OrderGenerator	3	5	HBW0070640202		GG	404		GG-404-260317-1703635-0		0	21	273500916307131411		3004
521457	20	TO100036740		201	"Granngården Umeå"	58	1185642	"GRÄSMATTEGÖDSEL GRÖN EFFEKT 15KG GG"	0	"2026-03-17 06:38:27"	OrderGenerator	3	5	HBW0070620502		GG	404		GG-404-260317-1703632-0		0	55	273500916305214574		3004
683706	20	TO100036500		208	"Granngården Piteå"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:38:25"	OrderGenerator	33	5	HBW0070611402	H	GG	404		GG-404-260317-1703636-0		0	0	273500916306837062		3004
683706	20	TO100036618		211	"Granngården Boden"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:38:26"	OrderGenerator	33	0	HBW0070611402	H	GG	404		GG-404-260317-1703634-0		0	0	273500916306837062		3004
683703	20	TO100036602		421	"Granngården Tierp"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:38:21"	OrderGenerator	33	5	HBW0070611401	H	GG	404		GG-404-260316-1701960-0		0	0	273500916306837031		3004
683703	20	TO100036620		209	"Granngården Luleå"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:38:24"	OrderGenerator	33	0	HBW0070611401	H	GG	404		GG-404-260317-1703625-0		0	0	273500916306837031		3004
678094	20	TO100036500		208	"Granngården Piteå"	55	1270638	"PALLKRAGE 800X600 MM SVART"	0	"2026-03-17 06:38:25"	OrderGenerator	3	5	HBW0070590902		GG	404		GG-404-260317-1703636-0		0	47	273500916306780948		3004
713159	20	TO100036586	UTL91/UTL92/UTL93	425	"Granngården Täby"	40	1238695	"KRAFFT MUSCLE UP 15KG"	0	"2026-03-17 06:37:54"	OrderGenerator	3	5	HBW0070560502		GG	404		GG-404-260316-1701984-0		0	28	273500916307131596		3004
713121	20	TO100036642		239	"Granngården Örebro"	40	1238695	"KRAFFT MUSCLE UP 15KG"	0	"2026-03-17 06:38:18"	OrderGenerator	3	5	HBW0070560501		GG	404		GG-404-260316-1702000-0		0	28	273500916307131213		3004
712026	20	TO100036577	UTL37A/UTL38A	193	"Granngården Kristianstad"	36	1235833	"HÖNSFODER GRANI 3 MIX PELLETS 20KG"	0	"2026-03-17 06:38:07"	OrderGenerator	3	5	HBW0070531401		GG	404		GG-404-260316-1702002-0		0	-10	273500916307120262		3004
719091	20					3	1265477	"VEDKLYV KINDLING CRACKER KING"	0	"2026-03-16 18:01:33"	SEBA80	4	2	HBW0070510401		GG	404				0	-3	273500916307190913		3004
683709	20	TO100036627		232	"Granngården Askersund"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:38:20"	OrderGenerator	33	5	HBW0070441402	H	GG	404		GG-404-260316-1702004-0		0	0	273500916306837093		3004
683709	20	TO100036611		236	"Granngården Karlskoga"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:38:21"	OrderGenerator	33	0	HBW0070441402	H	GG	404		GG-404-260316-1701995-0		0	0	273500916306837093		3004
683710	20	TO100036587		234	"Granngården Fjugesta"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:38:19"	OrderGenerator	33	5	HBW0070441401	H	GG	404		GG-404-260316-1702008-0		0	0	273500916306837109		3004
683710	20	TO100036593		422	"Granngården Östhammar"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:38:20"	OrderGenerator	33	0	HBW0070441401	H	GG	404		GG-404-260316-1701961-0		0	0	273500916306837109		3004
708537	20	TO100036740		201	"Granngården Umeå"	36	1238133	"MINERAL HÄST BALANS 15KG"	0	"2026-03-17 06:38:28"	OrderGenerator	3	5	HBW0070430902		GG	404		GG-404-260317-1703632-0		0	13	273500916307085370		3004
710060	20	TO100036604		424	"Granngården Norrtälje"	30	1237681	"HÖNSFODER NYTT GRANNGÅRDEN BAS 20 KG"	0	"2026-03-17 06:38:17"	OrderGenerator	3	5	HBW0070430502		GG	404		GG-404-260316-1701973-0		0	11	273500916307100608		3004
696290	20	TO100036620		209	"Granngården Luleå"	72	1238567	"SLICKSTEN GG NATURAL 10 KG"	0	"2026-03-17 06:38:23"	OrderGenerator	3	5	HBW0070430402		GG	404		GG-404-260317-1703625-0		0	36	273500916306962900		3004
696291	20	TO100036500		208	"Granngården Piteå"	72	1238567	"SLICKSTEN GG NATURAL 10 KG"	0	"2026-03-17 06:38:24"	OrderGenerator	3	5	HBW0070430401		GG	404		GG-404-260317-1703636-0		0	36	273500916306962917		3004
704106	20	TO100036612	UTL43A/UTL44A/UTL45A	411	"Granngården Bollnäs"	36	1238133	"MINERAL HÄST BALANS 15KG"	0	"2026-03-17 06:37:56"	OrderGenerator	3	5	HBW0070410201		GG	404		GG-404-260316-1701974-0		0	13	273500916307041062		3004
718612	20	TO100036592	UTL57A/UTL58A	225	"Granngården Kristinehamn"	2	1270428	"KOMPOSTKVARN VALS RSH3045U 3000W"	0	"2026-03-17 06:37:59"	OrderGenerator	3	5	HBW0070360502		GG	404		GG-404-260316-1701997-0		0	-1	273500916307186121		3004
718534	20	TO100036612	UTL43A/UTL44A/UTL45A	411	"Granngården Bollnäs"	2	1270428	"KOMPOSTKVARN VALS RSH3045U 3000W"	0	"2026-03-17 06:37:56"	OrderGenerator	3	5	HBW0070360501		GG	404		GG-404-260316-1701974-0		0	-1	273500916307185346		3004
706467	20	TO100036607		440	"Granngården Gnesta"	27	1243812	"GG HUNDFODER SPANNMÅLSFRITT 13KG"	0	"2026-03-17 06:38:13"	OrderGenerator	3	5	HBW0070300602		GG	404		GG-404-260316-1701932-0		0	25	273500916307064672		3004
704122	20	TO100036577	UTL37A/UTL38A	193	"Granngården Kristianstad"	72	1237064	"SALTSTEN GG HÄST 10 KG"	0	"2026-03-17 06:38:07"	OrderGenerator	3	5	HBW0070281302		GG	404		GG-404-260316-1702002-0		0	41	273500916307041222		3004
714219	20	TO100036580	UTL32A/UTL33A/UTL34A	272	"Granngården Varberg"	30	1260000	"GRÄSGÖDSEL MOSSA GG 20KG"	0	"2026-03-17 06:38:04"	OrderGenerator	3	5	HBW0070280702		GG	404		GG-404-260316-1701988-0		0	16	273500916307142196		3004
705030	20	TO100036609		325	"Granngården Sorunda"	30	1260000	"GRÄSGÖDSEL MOSSA GG 20KG"	0	"2026-03-17 06:38:07"	OrderGenerator	3	5	HBW0070280701		GG	404		GG-404-260316-1701980-0		0	16	273500916307050309		3004
720111	20	TO100036487		260	"Granngården Sävsjö"	24	1186416	"HÄSTFODER GG ORIGINAL PELLETS 20KG."	0	"2026-03-17 06:38:30"	OrderGenerator	3	5	HBW0070270201		GG	404		GG-404-260317-1701976-0		0	9	273500916307201114		3004
672789	20	TO100036587		234	"Granngården Fjugesta"	72	1233744	"SLICKSTEN UNIVERSAL GG 10KG"	0	"2026-03-17 06:38:19"	OrderGenerator	3	5	HBW0070260502		GG	404		GG-404-260316-1702008-0		0	43	273500916306727899		3004
459836	20	TO100036611		236	"Granngården Karlskoga"	2	1268101	"REGNVATTENTUNNA RUSTIK 240 LITER"	0	"2026-03-17 06:38:21"	OrderGenerator	3	5	HBW0070251401		GG	404		GG-404-260316-1701995-0		0	0	273500916304598361		3004
718273	20					96	2003320543110	"BLUNDSTONE 400 43 BRUN"	0	"2026-03-16 17:26:04"	SEBA80	42	5	HBW0070221402		GG	404				0	0	273500916307182734		3004
676589	20	TO100036740		201	"Granngården Umeå"	90	1166795	"MARKVÄV GG 100GR/KVM 2X10M"	0	"2026-03-17 06:38:28"	OrderGenerator	3	5	HBW0070220802		GG	404		GG-404-260317-1703632-0		50	-855	273500916306765891		3004
713635	20	TO100036600		367	"Granngården Motala"	18	1261883	"GRILLKOL GRANNGÅRDEN 10KG"	0	"2026-03-17 06:38:01"	OrderGenerator	3	5	HBW0070220201		GG	404		GG-404-260316-1701981-0		0	21	273500916307136355		3004
716766	20	TO100036491		453	"Granngården Hjo"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:32"	OrderGenerator	3	5	HBW0070200902		GG	404		GG-404-260317-1703672-0		0	13	273500916307167663		3004
715304	20	TO100036618		211	"Granngården Boden"	27	1243813	"GG HUNDFODER DIET/SENIOR 13KG"	0	"2026-03-17 06:38:26"	OrderGenerator	3	5	HBW0070200602		GG	404		GG-404-260317-1703634-0		0	18	273500916307153048		3004
716780	20	TO100036627		232	"Granngården Askersund"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:20"	OrderGenerator	3	5	HBW0070160302		GG	404		GG-404-260316-1702004-0		0	13	273500916307167809		3004
716779	20	TO100036593		422	"Granngården Östhammar"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:20"	OrderGenerator	3	5	HBW0070160301		GG	404		GG-404-260316-1701961-0		0	13	273500916307167793		3004
687809	20	TO100036659		256	"Granngården Jönköping"	72	1233744	"SLICKSTEN UNIVERSAL GG 10KG"	0	"2026-03-17 06:38:27"	OrderGenerator	3	5	HBW0070131001		GG	404		GG-404-260317-1701307-0		0	43	273500916306878096		3004
710629	20					800	2003713229888	"MONSTER DOG BONE BROTH LAMB 350 ML -"	0	"2026-03-16 17:26:04"	SEBA80	42	5	HBW0070080801		GG	404				0	-20	273500916307106297		3004
683680	20	TO100036612	UTL43A/UTL44A/UTL45A	411	"Granngården Bollnäs"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:37:57"	OrderGenerator	33	5	HBW0070071401	H	GG	404		GG-404-260316-1701974-0		0	0	273500916306836805		3004
683680	20	TO100036538		429	"Granngården Handen"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:37:58"	OrderGenerator	33	0	HBW0070071401	H	GG	404		GG-404-260316-1701985-0		0	0	273500916306836805		3004
455801	20	TO100036613		427	"Granngården Gustavsberg"	10	1270455	"VATTENTUNNA GRÖN 200 LITER"	0	"2026-03-17 06:38:04"	OrderGenerator	3	5	HBW0070061201		GG	404		GG-404-260316-1701969-0		0	18	273500916304558013		3004
678618	20					48	1220407	"VATTENSLANG CLASS 30M 1/2"" 18009-20"	0	"2026-03-16 18:01:34"	SEBA80	4	2	HBW0070050302		GG	404				0	-38	273500916306786186		3004
623506	20	TO100036620		209	"Granngården Luleå"	23	2000616	"GRÄSTRIMMER RLT1832A50F"	0	"2026-03-17 06:38:24"	OrderGenerator	3	5	HBW0070040301		GG	404		GG-404-260317-1703625-0		0	-11	273500916306235066		3004
706908	20	TO100036624	UTL87A	219	"Granngården Torsby"	30	1235656	"FÅRFODER TACKA FÅRFOR 20KG"	0	"2026-03-17 06:38:06"	OrderGenerator	3	5	HBW0070020702		GG	404		GG-404-260316-1702006-0		0	21	273500916307069080		3004
