Pallid	Status	Ordernr	Yta	Kund	Kund	Antal	Artikel	Beskrivning	Packklass	Ändrad	Användare	Kö	Prioritet	Lagerplats	Zon	Bolag	Lager	Batch	Sändningsnr	Utgångsdatum	"Pågående Plock"	"Plockplats Diff"	SSCC	Avgång	Krangång
714543	30	TO100036620		209	"Granngården Luleå"	1	1263211	"TRAKTOR TORNADO 398 M"	0	"2026-03-17 06:38:24"	OrderGenerator	3	5	ELTAK	H	GG	404		GG-404-260317-1703625-0		0	-1	273500916307145432		
714544	30	TO100036500		208	"Granngården Piteå"	1	1263211	"TRAKTOR TORNADO 398 M"	0	"2026-03-17 06:38:25"	OrderGenerator	3	5	ELTAK	H	GG	404		GG-404-260317-1703636-0		0	-1	273500916307145449		
716450	30	TO100036500		208	"Granngården Piteå"	1	1263211	"TRAKTOR TORNADO 398 M"	0	"2026-03-17 06:38:25"	OrderGenerator	3	5	ELTAK	H	GG	404		GG-404-260317-1703636-0		0	-1	273500916307164501		
705452	30	TO100036487		260	"Granngården Sävsjö"	45	2002396390888	"STÄNGSELSTOLPE RUND Ø7 175 CM -"	0	"2026-03-17 06:38:30"	OrderGenerator	3	5	ELTAK	H	GG	404		GG-404-260317-1701976-0		0	0	273500916307054529		
676830	30	TO100036631	UTL48A/UTL49A	164	"Granngården Ljusdal"	12	1268297	"KRUKA FIBERCLAY LÅG KIT*"	0	"2026-03-17 06:38:02"	OrderGenerator	3	5	BQ09016	A	GG	404		GG-404-260316-1701996-0		0	0	273500916306768304		
676829	30	TO100036629	UTL46A/UTL47A	163	"Granngården Hudiksvall"	12	1268297	"KRUKA FIBERCLAY LÅG KIT*"	0	"2026-03-17 06:38:01"	OrderGenerator	3	5	BQ07036	A	GG	404		GG-404-260316-1702001-0		0	0	273500916306768298		
676831	30	TO100036630		414	"Granngården Hedemora"	12	1268297	"KRUKA FIBERCLAY LÅG KIT*"	0	"2026-03-17 06:38:10"	OrderGenerator	3	5	BQ07035	A	GG	404		GG-404-260316-1701982-0		0	0	273500916306768311		
676832	30	TO100036628		312	"Granngården Krylbo"	12	1268297	"KRUKA FIBERCLAY LÅG KIT*"	0	"2026-03-17 06:38:19"	OrderGenerator	3	5	BQ07016	A	GG	404		GG-404-260316-1701979-0		0	0	273500916306768328		
676453	30	TO100036629	UTL46A/UTL47A	163	"Granngården Hudiksvall"	10	1268298	"KRUKA FIBERCLAY HÖG KIT*"	0	"2026-03-17 06:38:01"	OrderGenerator	3	5	BQ05033	A	GG	404		GG-404-260316-1702001-0		0	0	273500916306764535		
676457	30	TO100036500		208	"Granngården Piteå"	10	1268298	"KRUKA FIBERCLAY HÖG KIT*"	0	"2026-03-17 06:38:25"	OrderGenerator	3	5	BQ05015	A	GG	404		GG-404-260317-1703636-0		0	0	273500916306764573		
676459	30	TO100036740		201	"Granngården Umeå"	10	1268298	"KRUKA FIBERCLAY HÖG KIT*"	0	"2026-03-17 06:38:27"	OrderGenerator	3	5	BQ04015	A	GG	404		GG-404-260317-1703632-0		0	0	273500916306764597		
671161	30	TO100036500		208	"Granngården Piteå"	1	1260443	"KRUKA TERRA 42/15 ST KIT*"	0	"2026-03-17 06:38:25"	OrderGenerator	3	5	BP19034	A	GG	404		GG-404-260317-1703636-0		0	0	273500916306711614		
671162	30	TO100036740		201	"Granngården Umeå"	1	1260443	"KRUKA TERRA 42/15 ST KIT*"	0	"2026-03-17 06:38:27"	OrderGenerator	3	5	BP19014	A	GG	404		GG-404-260317-1703632-0		0	0	273500916306711621		
671156	30	TO100036629	UTL46A/UTL47A	163	"Granngården Hudiksvall"	1	1260443	"KRUKA TERRA 42/15 ST KIT*"	0	"2026-03-17 06:38:01"	OrderGenerator	3	5	BP17016	A	GG	404		GG-404-260316-1702001-0		0	0	273500916306711560		
671160	30	TO100036620		209	"Granngården Luleå"	1	1260443	"KRUKA TERRA 42/15 ST KIT*"	0	"2026-03-17 06:38:24"	OrderGenerator	3	5	BP15035	A	GG	404		GG-404-260317-1703625-0		0	0	273500916306711607		
671157	30	TO100036631	UTL48A/UTL49A	164	"Granngården Ljusdal"	1	1260443	"KRUKA TERRA 42/15 ST KIT*"	0	"2026-03-17 06:38:02"	OrderGenerator	3	5	BP15034	A	GG	404		GG-404-260316-1701996-0		0	0	273500916306711577		
671159	30	TO100036628		312	"Granngården Krylbo"	1	1260443	"KRUKA TERRA 42/15 ST KIT*"	0	"2026-03-17 06:38:19"	OrderGenerator	3	5	BP15015	A	GG	404		GG-404-260316-1701979-0		0	0	273500916306711591		
671158	30	TO100036630		414	"Granngården Hedemora"	1	1260443	"KRUKA TERRA 42/15 ST KIT*"	0	"2026-03-17 06:38:10"	OrderGenerator	3	5	BP15014	A	GG	404		GG-404-260316-1701982-0		0	0	273500916306711584		
676833	30	TO100036620		209	"Granngården Luleå"	12	1268297	"KRUKA FIBERCLAY LÅG KIT*"	0	"2026-03-17 06:38:24"	OrderGenerator	3	5	BO10016	A	GG	404		GG-404-260317-1703625-0		0	0	273500916306768335		
676834	30	TO100036500		208	"Granngården Piteå"	12	1268297	"KRUKA FIBERCLAY LÅG KIT*"	0	"2026-03-17 06:38:25"	OrderGenerator	3	5	BO10015	A	GG	404		GG-404-260317-1703636-0		0	0	273500916306768342		
676458	30	TO100036618		211	"Granngården Boden"	10	1268298	"KRUKA FIBERCLAY HÖG KIT*"	0	"2026-03-17 06:38:26"	OrderGenerator	3	5	BN03036	A	GG	404		GG-404-260317-1703634-0		0	0	273500916306764580		
676455	30	TO100036628		312	"Granngården Krylbo"	10	1268298	"KRUKA FIBERCLAY HÖG KIT*"	0	"2026-03-17 06:38:19"	OrderGenerator	3	5	BN03016	A	GG	404		GG-404-260316-1701979-0		0	0	273500916306764559		
676454	30	TO100036630		414	"Granngården Hedemora"	10	1268298	"KRUKA FIBERCLAY HÖG KIT*"	0	"2026-03-17 06:38:10"	OrderGenerator	3	5	BN01036	A	GG	404		GG-404-260316-1701982-0		0	0	273500916306764542		
676456	30	TO100036620		209	"Granngården Luleå"	10	1268298	"KRUKA FIBERCLAY HÖG KIT*"	0	"2026-03-17 06:38:24"	OrderGenerator	3	5	BN01016	A	GG	404		GG-404-260317-1703625-0		0	0	273500916306764566		
686430	30					1500	1221696	"TRÄSKAFT 24X1800 MM"	0	"2026-03-13 16:49:10"	FILI10	2	5	BM11041	A	GG	404				0	-10	273500916306864303		
400272	30	TO100036642		239	"Granngården Örebro"	42	1010843	"KALCIUMKLORID CC ROAD 25KG<"	0	"2026-03-17 06:38:18"	OrderGenerator	3	5	BM08033	A	GG	404		GG-404-260316-1702000-0		0	0	273500916304002721		
688375	30	TO100036602		421	"Granngården Tierp"	62	1184335	"NORDKALK KORNAD KALK 15 KG"	0	"2026-03-17 06:38:21"	OrderGenerator	3	5	BK18016	A	GG	404		GG-404-260316-1701960-0		0	2	273500916306883755		
686715	30	TO100036585		423	"Granngården Uppsala"	40	1164894	"NPK 21-4-7 25KG<"	0	"2026-03-17 06:38:08"	OrderGenerator	3	5	BK16016	A	GG	404		GG-404-260316-1701959-0		0	0	273500916306867151		
686821	30					179	2002164	"METALLSKRAPA 50CM"	0	"2026-03-16 18:01:08"	SEBA80	2	5	BK13025	A	GG	404				0	9	273500916306868219		
676913	30	TO100036618		211	"Granngården Boden"	12	1268297	"KRUKA FIBERCLAY LÅG KIT*"	0	"2026-03-17 06:38:26"	OrderGenerator	3	5	BK12012	A	GG	404		GG-404-260317-1703634-0		0	0	273500916306769134		
686716	30	TO100036585		423	"Granngården Uppsala"	40	1164894	"NPK 21-4-7 25KG<"	0	"2026-03-17 06:38:08"	OrderGenerator	3	5	BJ08036	A	GG	404		GG-404-260316-1701959-0		0	0	273500916306867168		
686714	30	TO100036577	UTL37A/UTL38A	193	"Granngården Kristianstad"	40	1164894	"NPK 21-4-7 25KG<"	0	"2026-03-17 06:38:08"	OrderGenerator	3	5	BJ02035	A	GG	404		GG-404-260316-1702002-0		0	0	273500916306867144		
686717	30	TO100036585		423	"Granngården Uppsala"	40	1164894	"NPK 21-4-7 25KG<"	0	"2026-03-17 06:38:08"	OrderGenerator	3	5	BJ02034	A	GG	404		GG-404-260316-1701959-0		0	0	273500916306867175		
686712	30	TO100036580	UTL32A/UTL33A/UTL34A	272	"Granngården Varberg"	40	1164894	"NPK 21-4-7 25KG<"	0	"2026-03-17 06:38:05"	OrderGenerator	3	5	BI17015	A	GG	404		GG-404-260316-1701988-0		0	0	273500916306867120		
715067	30	TO100036629	UTL46A/UTL47A	163	"Granngården Hudiksvall"	40	1251853	"MAGNESIUMKLORID 25KG NL"	0	"2026-03-17 06:38:01"	OrderGenerator	3	5	BI16016	A	GG	404		GG-404-260316-1702001-0	2028-12-03	0	0	273500916307150672		
686718	30	TO100036585		423	"Granngården Uppsala"	40	1164894	"NPK 21-4-7 25KG<"	0	"2026-03-17 06:38:08"	OrderGenerator	3	5	BI16015	A	GG	404		GG-404-260316-1701959-0		0	0	273500916306867182		
684295	30	TO100036598		282	"Granngården Karlshamn"	64	1184335	"NORDKALK KORNAD KALK 15 KG"	0	"2026-03-17 06:38:03"	OrderGenerator	3	5	BI10023	A	GG	404		GG-404-260316-1701987-0		0	2	273500916306842950		
684296	30	TO100036576	UTL39A/UTL40A	190	"Granngården Ängelholm"	64	1184335	"NORDKALK KORNAD KALK 15 KG"	0	"2026-03-17 06:38:09"	OrderGenerator	3	5	BI09015	A	GG	404		GG-404-260316-1701998-0		0	2	273500916306842967		
495344	30	TO100036604		424	"Granngården Norrtälje"	21	2002908252888	"STRÖ TOA-LÄTT 55 L -"	0	"2026-03-17 06:38:16"	OrderGenerator	3	5	BI08034	A	GG	404		GG-404-260316-1701973-0		0	4	273500916304953443		
659041	30					100	1149359	"KVAST GRÖN MED SKAFT"	0	"2026-03-16 18:01:09"	SEBA80	2	5	BI08016	A	GG	404				0	-2	273500916306590417		
686713	30	TO100036577	UTL37A/UTL38A	193	"Granngården Kristianstad"	40	1164894	"NPK 21-4-7 25KG<"	0	"2026-03-17 06:38:07"	OrderGenerator	3	5	BI03036	A	GG	404		GG-404-260316-1702002-0		0	0	273500916306867137		
496470	30	TO100036604		424	"Granngården Norrtälje"	40	1011198	"MAGNESIUMKLORID 25 KG<"	0	"2026-03-17 06:38:17"	OrderGenerator	3	5	BI03015	A	GG	404		GG-404-260316-1701973-0	2028-07-12	0	11	273500916304964708		
686711	30	TO100036586	UTL91/UTL92/UTL93	425	"Granngården Täby"	40	1164894	"NPK 21-4-7 25KG<"	0	"2026-03-17 06:37:55"	OrderGenerator	3	5	BH18035	A	GG	404		GG-404-260316-1701984-0		0	0	273500916306867113		
710733	30	TO100036576	UTL39A/UTL40A	190	"Granngården Ängelholm"	61	1000490	"NORDKALK TRÄDGÅRDSKALK 15 KG"	0	"2026-03-17 06:38:09"	OrderGenerator	3	5	BH14036	A	GG	404		GG-404-260316-1701998-0		0	-8	273500916307107331		
684293	30	TO100036586	UTL91/UTL92/UTL93	425	"Granngården Täby"	64	1184335	"NORDKALK KORNAD KALK 15 KG"	0	"2026-03-17 06:37:54"	OrderGenerator	3	5	BH05024	A	GG	404		GG-404-260316-1701984-0		0	2	273500916306842936		
686719	30	TO100036576	UTL39A/UTL40A	190	"Granngården Ängelholm"	40	1164894	"NPK 21-4-7 25KG<"	0	"2026-03-17 06:38:09"	OrderGenerator	3	5	BH01014	A	GG	404		GG-404-260316-1701998-0		0	0	273500916306867199		
710213	30	TO100036593		422	"Granngården Östhammar"	40	1000875	"SALTTABLETTER AXAL PRO 25KG<"	0	"2026-03-17 06:38:20"	OrderGenerator	3	5	BG19036	A	GG	404		GG-404-260316-1701961-0	2031-01-26	0	0	273500916307102138		
684294	30	TO100036538		429	"Granngården Handen"	64	1184335	"NORDKALK KORNAD KALK 15 KG"	0	"2026-03-17 06:37:57"	OrderGenerator	3	5	BG09023	A	GG	404		GG-404-260316-1701985-0		0	2	273500916306842943		
708927	30					50	1230141	"LINFRÖKAKA GG 5KG"	0	"2026-03-16 18:01:08"	SEBA80	2	5	BG08015	A	GG	404			2027-08-04	0	-15	273500916307089279		
692648	30	TO100036491		453	"Granngården Hjo"	40	1000875	"SALTTABLETTER AXAL PRO 25KG<"	0	"2026-03-17 06:38:33"	OrderGenerator	3	5	BG07035	A	GG	404		GG-404-260317-1703672-0	2031-01-27	0	0	273500916306926483		
691410	30					25	1238886	"PAVO INSHAPE 15KG"	0	"2026-03-16 18:01:08"	SEBA80	2	5	BG06034	A	GG	404			2026-09-21	0	-1	273500916306914107		
716231	30					264	1238599	"HÄSTGODIS BG LAKRITS 1KG"	0	"2026-03-16 18:01:08"	SEBA80	2	5	BG02034	A	GG	404			2026-09-26	0	3	273500916307162316		
661895	30					1080	2003247749107	"BUSKSTÖD 35 CM ROST"	0	"2026-03-16 18:01:08"	SEBA80	2	5	BG01025	A	GG	404				0	-10	273500916306618951		
648148	30					50	1238824	"B-VITAMIN PELLETS GRANNGÅRDEN 5KG"	0	"2026-03-16 18:01:08"	SEBA80	2	5	BF18015	A	GG	404			2027-07-11	0	-9	273500916306481487		
686710	30	TO100036586	UTL91/UTL92/UTL93	425	"Granngården Täby"	40	1164894	"NPK 21-4-7 25KG<"	0	"2026-03-17 06:37:55"	OrderGenerator	3	5	BF16014	A	GG	404		GG-404-260316-1701984-0		0	0	273500916306867106		
692646	30	TO100036611		236	"Granngården Karlskoga"	40	1000875	"SALTTABLETTER AXAL PRO 25KG<"	0	"2026-03-17 06:38:21"	OrderGenerator	3	5	BF15015	A	GG	404		GG-404-260316-1701995-0	2031-01-27	0	0	273500916306926469		
708028	30	TO100036600		367	"Granngården Motala"	18	2000467	"LÄTTSTRÖ HAMPA 10KG"	0	"2026-03-17 06:38:01"	OrderGenerator	3	5	BF14034	A	GG	404		GG-404-260316-1701981-0		0	0	273500916307080283		
495342	30	TO100036580	UTL32A/UTL33A/UTL34A	272	"Granngården Varberg"	21	2002908252888	"STRÖ TOA-LÄTT 55 L -"	0	"2026-03-17 06:38:05"	OrderGenerator	3	5	BF08026	A	GG	404		GG-404-260316-1701988-0		0	4	273500916304953429		
718365	30					38	1250290	"HJUL SKOTTKÄRRA 90L 1027596"	0	"2026-03-16 05:53:41"	SEBA80	2	5	BF07036	A	GG	404				0	-6	273500916307183656		
692647	30	TO100036491		453	"Granngården Hjo"	40	1000875	"SALTTABLETTER AXAL PRO 25KG<"	0	"2026-03-17 06:38:33"	OrderGenerator	3	5	BF04013	A	GG	404		GG-404-260317-1703672-0	2031-01-27	0	0	273500916306926476		
697212	30	TO100036586	UTL91/UTL92/UTL93	425	"Granngården Täby"	61	1000490	"NORDKALK TRÄDGÅRDSKALK 15 KG"	0	"2026-03-17 06:37:54"	OrderGenerator	3	5	BE05024	A	GG	404		GG-404-260316-1701984-0		0	-8	273500916306972121		
690345	30					75	1018956	"LAMMBAR 8 L 5 NAPPAR"	0	"2026-03-16 05:53:41"	SEBA80	2	5	BE04015	A	GG	404				0	-1	273500916306903453		
709393	30					72	1240264	"KANINFODER SELECT PELL 5KG"	0	"2026-03-16 05:53:41"	SEBA80	2	5	BE03014	A	GG	404			2027-06-01	0	-5	273500916307093931		
687555	30	TO100036655		261	"Granngården Vetlanda"	64	1000490	"NORDKALK TRÄDGÅRDSKALK 15 KG"	0	"2026-03-17 06:38:31"	OrderGenerator	3	5	BD18035	A	GG	404		GG-404-260317-1703630-0		0	-8	273500916306875552		
687554	30	TO100036669		257	"Granngården Tranås"	64	1000490	"NORDKALK TRÄDGÅRDSKALK 15 KG"	0	"2026-03-17 06:38:29"	OrderGenerator	3	5	BD18025	A	GG	404		GG-404-260317-1703656-0		0	-8	273500916306875545		
687553	30	TO100036659		256	"Granngården Jönköping"	64	1000490	"NORDKALK TRÄDGÅRDSKALK 15 KG"	0	"2026-03-17 06:38:27"	OrderGenerator	3	5	BD18014	A	GG	404		GG-404-260317-1701307-0		0	-8	273500916306875538		
710212	30	TO100036642		239	"Granngården Örebro"	40	1000875	"SALTTABLETTER AXAL PRO 25KG<"	0	"2026-03-17 06:38:18"	OrderGenerator	3	5	BD17036	A	GG	404		GG-404-260316-1702000-0	2031-01-26	0	0	273500916307102121		
718774	30	TO100036487		260	"Granngården Sävsjö"	40	1251853	"MAGNESIUMKLORID 25KG NL"	0	"2026-03-17 06:38:29"	OrderGenerator	3	5	BD08034	A	GG	404		GG-404-260317-1701976-0	2028-12-03	0	0	273500916307187746		
718693	30	TO100036614		251	"Granngården Västervik"	40	1251853	"MAGNESIUMKLORID 25KG NL"	0	"2026-03-17 06:38:34"	OrderGenerator	3	5	BD03033	A	GG	404		GG-404-260317-1703652-0	2029-02-24	0	0	273500916307186930		
718773	30	TO100036740		201	"Granngården Umeå"	40	1251853	"MAGNESIUMKLORID 25KG NL"	0	"2026-03-17 06:38:28"	OrderGenerator	3	5	BD03015	A	GG	404		GG-404-260317-1703632-0	2028-12-03	0	0	273500916307187739		
710150	30	TO100036642		239	"Granngården Örebro"	40	1000875	"SALTTABLETTER AXAL PRO 25KG<"	0	"2026-03-17 06:38:18"	OrderGenerator	3	5	BD02014	A	GG	404		GG-404-260316-1702000-0	2031-01-26	0	0	273500916307101506		
710149	30	TO100036601	UTL41A/UTL42A	176	"Granngården Eslöv"	40	1000875	"SALTTABLETTER AXAL PRO 25KG<"	0	"2026-03-17 06:38:10"	OrderGenerator	3	5	BD01035	A	GG	404		GG-404-260316-1701999-0	2031-01-26	0	0	273500916307101490		
710146	30	TO100036600		367	"Granngården Motala"	40	1000875	"SALTTABLETTER AXAL PRO 25KG<"	0	"2026-03-17 06:38:01"	OrderGenerator	3	5	BD01034	A	GG	404		GG-404-260316-1701981-0	2031-01-26	0	0	273500916307101469		
710147	30	TO100036598		282	"Granngården Karlshamn"	40	1000875	"SALTTABLETTER AXAL PRO 25KG<"	0	"2026-03-17 06:38:03"	OrderGenerator	3	5	BD01015	A	GG	404		GG-404-260316-1701987-0	2031-01-26	0	0	273500916307101476		
710145	30	TO100036586	UTL91/UTL92/UTL93	425	"Granngården Täby"	40	1000875	"SALTTABLETTER AXAL PRO 25KG<"	0	"2026-03-17 06:37:54"	OrderGenerator	3	5	BD01014	A	GG	404		GG-404-260316-1701984-0	2031-01-26	0	0	273500916307101452		
718692	30	TO100036491		453	"Granngården Hjo"	40	1251853	"MAGNESIUMKLORID 25KG NL"	0	"2026-03-17 06:38:32"	OrderGenerator	3	5	BC20013	A	GG	404		GG-404-260317-1703672-0	2029-02-24	0	0	273500916307186923		
707105	30	TO100036593		422	"Granngården Östhammar"	62	1000490	"NORDKALK TRÄDGÅRDSKALK 15 KG"	0	"2026-03-17 06:38:20"	OrderGenerator	3	5	BC18014	A	GG	404		GG-404-260316-1701961-0		0	-8	273500916307071052		
710148	30	TO100036585		423	"Granngården Uppsala"	40	1000875	"SALTTABLETTER AXAL PRO 25KG<"	0	"2026-03-17 06:38:08"	OrderGenerator	3	5	BC13013	A	GG	404		GG-404-260316-1701959-0	2031-01-26	0	0	273500916307101483		
708928	30					46	1238796	"GRANNGÅRDEN POTATISPROTEIN 5KG"	0	"2026-03-16 18:01:08"	SEBA80	2	5	BC09015	A	GG	404			2027-02-10	0	-18	273500916307089286		
639483	30					32	2000083	"HILLS DOG HYPO L SALMON 12KG"	0	"2026-03-11 17:13:58"	FILI10	2	5	BB19013	A	GG	404			2027-04-16	0	-2	273500916306394831		
673330	30					25	1167457	"BUSKSTÖD PION GG H80CM D50CM ROST"	0	"2026-03-16 18:06:45"	SEBA80	2	5	AA76		GG	404				0	-50	273500916306733302		
663546	30					12	1262108	"OBELISK KNOPP  3-PACK KIT*"	0	"2026-03-16 18:36:06"	SEBA80	2	5	AA75		GG	404				0	-20	273500916306635460		
717904	25					20	1251405	"FODERTUNNA 75L SVART UTAN LOCK"	0	"2026-03-16 15:15:55"	FATH10	2	5	TRANSIT		GG	404				0	-121	273500916307179048		
719326	25					196	1270706	"DRIVHUS- & UTOMHUSNÄRING 2L SUBSTRAL"	0	"2026-03-16 20:44:55"	SEBA80	4	2	TRANSIT		GG	404				0	-3	273500916307193266		
719502	25					49	1179869	"RC DOG MINI PUPPY 2KG"	0	"2026-03-16 20:47:55"	SEBA80	4	2	TRANSIT		GG	404				0	-6	273500916307195024		
719143	25					84	1260925	"LIE ENHANDS KOMPLETT"	0	"2026-03-16 21:02:55"	SEBA80	4	2	TRANSIT		GG	404				0	-14	273500916307191439		
482966	25					8	1262112	"REGNTUNNA 200 L GRÅ INK LOCK KRAN"	0	"2026-03-16 21:04:55"	SEBA80	4	2	TRANSIT		GG	404				0	18	273500916304829663		
515236	25					25	1262113	"BOTTENSTATIV T REGNV.TUNNA 200L GRÅ"	0	"2026-03-16 21:09:55"	SEBA80	4	2	TRANSIT		GG	404				0	-8	273500916305152364		
717493	25					44	1267364	"ROUNDUP SPEED PA SPRAY PUMP GO 5L"	0	"2026-03-16 21:10:55"	SEBA80	4	2	TRANSIT		GG	404				0	-31	273500916307174937		
695934	25					360	1263309	"GRÄSFRÖ BASIC 0 8KG"	0	"2026-03-16 21:13:56"	SEBA80	4	2	TRANSIT		GG	404				0	-90	273500916306959344		
695935	25					360	1263309	"GRÄSFRÖ BASIC 0 8KG"	0	"2026-03-16 21:13:56"	SEBA80	4	2	TRANSIT		GG	404				0	-90	273500916306959351		
717880	25					24	1244451	"BOZITA FELINE INDOOR & STER. REN 10 KG"	0	"2026-03-16 21:18:55"	SEBA80	4	2	TRANSIT		GG	404				0	-7	273500916307178805		
719323	25					72	2000589	"KRAFFT MINER ORIGINAL 8KG"	0	"2026-03-16 21:18:55"	SEBA80	4	2	TRANSIT		GG	404				0	-29	273500916307193235		
710777	25					34	2003313748200	"BEVATTNINGSKRUKA PAULINA 30 CM SVART"	0	"2026-03-16 21:21:56"	SEBA80	4	2	TRANSIT		GG	404				0	-3	273500916307107775		
719470	25					29	1270086	"GULDKANNAN TOWA"	0	"2026-03-16 21:21:56"	SEBA80	4	2	TRANSIT		GG	404				0	-2	273500916307194706		
717444	25					518	1260606	"ROSGÖDSEL GG 0 9 KG"	0	"2026-03-16 21:25:55"	SEBA80	4	2	TRANSIT		GG	404				0	-13	273500916307174449		
578323	25					137	2001229238125	"VATTENKANNA ALEX RECYCLED 2 L GULD"	0	"2026-03-16 21:28:55"	SEBA80	4	2	TRANSIT		GG	404				0	-15	273500916305783230		
697638	25					576	1166391	"JODOPAX RTU READY TO USE 500ML"	0	"2026-03-16 21:31:55"	SEBA80	4	2	TRANSIT		GG	404				0	6	273500916306976389		
676314	25					37	1270635	"PALLKRAGE 1200X800MM NATUR"	0	"2026-03-16 21:32:55"	SEBA80	4	2	TRANSIT		GG	404				0	23	273500916306763149		
707107	25					90	2003274185150	"KRUKA BLANK VÅG KLACK D 15 CM GRÅ"	0	"2026-03-16 21:37:55"	SEBA80	4	2	TRANSIT		GG	404				0	-5	273500916307071076		
695927	25					360	1263309	"GRÄSFRÖ BASIC 0 8KG"	0	"2026-03-16 21:38:56"	SEBA80	4	2	TRANSIT		GG	404				0	-90	273500916306959276		
570117	25					29	1244813	"EUK DOG CARE SENIOR SMALL 3KG"	0	"2026-03-16 21:40:55"	SEBA80	4	2	TRANSIT		GG	404				0	0	273500916305701173		
678250	25					6	1263271	"SLANGVAGN CLEVERROLL METALL 25M 18547-20"	0	"2026-03-16 21:42:55"	SEBA80	4	2	TRANSIT		GG	404				0	-2	273500916306782508		
554188	25					924	1260355	"MYRMEDEL MYRR EXTRA 200G UN3077"	0	"2026-03-16 21:43:56"	SEBA80	4	2	TRANSIT		GG	404				0	-131	273500916305541885		
714650	25					40	1269319	"BIOHUMUS 5L"	0	"2026-03-16 21:46:55"	SEBA80	4	2	TRANSIT		GG	404				0	2	273500916307146507		
670123	25					80	1262036	"OBELISK KON ROSTIG 140 CM"	0	"2026-03-16 21:46:55"	SEBA80	4	2	TRANSIT		GG	404				0	-50	273500916306701233		
657551	25					144	1166998	"6-KANTNÄT GRÖNT 750X25MM 10M"	0	"2026-03-16 21:52:55"	SEBA80	4	2	TRANSIT		GG	404				0	2	273500916306575513		
699674	25					36	2001227245200	"VATTENKANNA RECYCLED 10 L SVART"	0	"2026-03-16 21:55:55"	SEBA80	4	2	TRANSIT		GG	404				0	-29	273500916306996745		
695922	25					360	1263309	"GRÄSFRÖ BASIC 0 8KG"	0	"2026-03-16 21:55:55"	SEBA80	4	2	TRANSIT		GG	404				0	-90	273500916306959221		
513655	25					13	1269325	"DROPPBEVATTNING STARTSET TERRASS13400-20"	0	"2026-03-16 21:59:56"	SEBA80	4	2	TRANSIT		GG	404				0	-2	273500916305136555		
719103	25					96	1270708	"UNIVERSALNÄRING 1L SUBSTRAL"	0	"2026-03-16 22:00:55"	SEBA80	4	2	TRANSIT		GG	404				0	-19	273500916307191033		
708739	25					60	1250016	"BENSINDUNK 10 L NEVER STOP PLAST"	0	"2026-03-16 22:06:55"	SEBA80	4	2	TRANSIT		GG	404				0	-1	273500916307087398		
612082	25					4	2000016	"SKOTTKÄRRA 110L PUNKTERINGSFRITT HJUL"	0	"2026-03-16 22:08:55"	SEBA80	4	2	TRANSIT		GG	404				0	10	273500916306120829		
670164	25					180	1262035	"OBELISK KON ROSTIG 110 CM"	0	"2026-03-16 22:10:55"	SEBA80	4	2	TRANSIT		GG	404				0	-72	273500916306701646		
378063	25					24	2000615	"GRÄSTRIMMER RLT1825M20"	0	"2026-03-16 22:12:55"	SEBA80	4	2	TRANSIT		GG	404				0	-4	273500916303780637		
652333	25					45	1263326	"VEDKLYV - KINDLING CRACKER STD"	0	"2026-03-16 22:12:55"	SEBA80	4	2	TRANSIT		GG	404				0	0	273500916306523330		
696744	25					208	2002053200888	"GRÄSFRÖ SNABBVÄXANDE 1 KG -"	0	"2026-03-16 22:16:55"	SEBA80	4	2	TRANSIT		GG	404				0	-20	273500916306967448		
654014	25					30	1220410	"VATTENSLANG HIGH F 50M1/2"" 18069-20"	0	"2026-03-16 22:17:55"	SEBA80	4	2	TRANSIT		GG	404				0	-2	273500916306540146		
719363	25					429	1243705	"HUNDGODIS GG GLUTENFRI LAX & RIS 500G"	0	"2026-03-16 22:21:55"	SEBA80	4	2	TRANSIT		GG	404				0	0	273500916307193631		
695925	25					360	1263309	"GRÄSFRÖ BASIC 0 8KG"	0	"2026-03-16 22:24:55"	SEBA80	4	2	TRANSIT		GG	404				0	-90	273500916306959252		
695921	25					360	1263309	"GRÄSFRÖ BASIC 0 8KG"	0	"2026-03-16 22:25:55"	SEBA80	4	2	TRANSIT		GG	404				0	-90	273500916306959214		
715889	25					96	2000593203888	"KRAFFT VITAMIN B PELLETS 2,5 KG -"	0	"2026-03-16 22:27:55"	SEBA80	4	2	TRANSIT		GG	404				0	-23	273500916307158890		
707553	25					24	1267001	"BEVATTNINGSKRUKA PAULINA SVART 40 CM"	0	"2026-03-16 22:28:55"	SEBA80	4	2	TRANSIT		GG	404				0	-4	273500916307075531		
712301	25					502	1266366	"KEXCHOKLAD 8 PACK 480 G"	0	"2026-03-16 22:31:55"	SEBA80	4	2	TRANSIT		GG	404				0	-25	273500916307123010		
562158	25					16	1027596	"SKOTTKÄRRA EKEBY 90L OMONT"	0	"2026-03-16 22:31:55"	SEBA80	4	2	TRANSIT		GG	404				0	2	273500916305621587		
388213	25					24	2000616	"GRÄSTRIMMER RLT1832A50F"	0	"2026-03-16 22:33:55"	SEBA80	4	2	TRANSIT		GG	404				0	-11	273500916303882133		
712176	25					282	1270414	"KRUKA 13,5 CM ISBERGSGRÖN LÖV"	0	"2026-03-16 22:35:55"	SEBA80	4	2	TRANSIT		GG	404				0	-19	273500916307121764		
380259	25					8	2000617	"GRÄSTRIMMER RY36ELTX33A-140"	0	"2026-03-16 22:35:55"	SEBA80	4	2	TRANSIT		GG	404				0	-1	273500916303802599		
